Time.[FiscalWeekKey],Location.[LocationKey],Activity.[ActivityKey],Item.[ItemKey],Version.[VersionKey],Transport.[TransportKey],Product.[ProductKey],Material Production Planned WIP
W2-2017,704,Act-5064-704,1,0,0,1,75
W3-2017,704,Act-5064-704,1,0,0,1,100
W0-2017,704,Act-5064-704,2,0,0,2,75
W1-2017,704,Act-5064-704,2,0,0,2,50
W2-2017,704,Act-5064-704,2,0,0,2,50
W3-2017,704,Act-5064-704,2,0,0,2,100
W0-2017,704,Act-5064-704,3,0,0,3,25
W1-2017,704,Act-5064-704,3,0,0,3,75
W2-2017,704,Act-5064-704,3,0,0,3,100
W3-2017,704,Act-5064-704,3,0,0,3,75
W0-2017,704,Act-5064-704,0,0,0,0,100
W1-2017,704,Act-5064-704,0,0,0,0,75
W2-2017,704,Act-5064-704,0,0,0,0,50
W3-2017,704,Act-5064-704,0,0,0,0,50
W0-2017,705,Act-5065-705,1,0,0,1,50
W1-2017,705,Act-5065-705,1,0,0,1,75
W2-2017,705,Act-5065-705,1,0,0,1,100
W3-2017,705,Act-5065-705,1,0,0,1,100
W0-2017,705,Act-5065-705,2,0,0,2,100
W1-2017,705,Act-5065-705,2,0,0,2,75
W2-2017,705,Act-5065-705,2,0,0,2,25
W3-2017,705,Act-5065-705,2,0,0,2,50
W0-2017,705,Act-5065-705,3,0,0,3,100
W1-2017,705,Act-5065-705,3,0,0,3,75
W2-2017,705,Act-5065-705,3,0,0,3,75
W3-2017,705,Act-5065-705,3,0,0,3,50
W0-2017,705,Act-5065-705,0,0,0,0,25
W1-2017,705,Act-5065-705,0,0,0,0,25
W2-2017,705,Act-5065-705,0,0,0,0,50
W3-2017,705,Act-5065-705,0,0,0,0,75
W0-2017,706,Act-5066-706,1,0,0,1,100
W1-2017,706,Act-5066-706,1,0,0,1,100
W2-2017,706,Act-5066-706,1,0,0,1,100
W3-2017,706,Act-5066-706,1,0,0,1,100
W0-2017,706,Act-5066-706,2,0,0,2,100
W1-2017,706,Act-5066-706,2,0,0,2,75
W2-2017,706,Act-5066-706,2,0,0,2,25
W3-2017,706,Act-5066-706,2,0,0,2,50
W0-2017,706,Act-5066-706,3,0,0,3,25
W1-2017,706,Act-5066-706,3,0,0,3,25
W2-2017,706,Act-5066-706,3,0,0,3,75
W3-2017,706,Act-5066-706,3,0,0,3,25
W0-2017,706,Act-5066-706,0,0,0,0,25
W1-2017,706,Act-5066-706,0,0,0,0,100
W2-2017,706,Act-5066-706,0,0,0,0,25
W3-2017,706,Act-5066-706,0,0,0,0,50
W0-2017,707,Act-5067-707,1,0,0,1,50
W1-2017,707,Act-5067-707,1,0,0,1,25
W2-2017,707,Act-5067-707,1,0,0,1,100
W3-2017,707,Act-5067-707,1,0,0,1,75
W0-2017,707,Act-5067-707,2,0,0,2,25
W1-2017,707,Act-5067-707,2,0,0,2,50
W2-2017,707,Act-5067-707,2,0,0,2,50
W3-2017,707,Act-5067-707,2,0,0,2,75
W0-2017,707,Act-5067-707,3,0,0,3,75
W1-2017,707,Act-5067-707,3,0,0,3,25
W2-2017,707,Act-5067-707,3,0,0,3,25
W3-2017,707,Act-5067-707,3,0,0,3,25
W0-2017,707,Act-5067-707,0,0,0,0,100
W1-2017,707,Act-5067-707,0,0,0,0,25
W2-2017,707,Act-5067-707,0,0,0,0,100
W3-2017,707,Act-5067-707,0,0,0,0,100
W0-2017,708,Act-5068-708,1,0,0,1,50
W1-2017,708,Act-5068-708,1,0,0,1,25
W2-2017,708,Act-5068-708,1,0,0,1,100
W3-2017,708,Act-5068-708,1,0,0,1,100
W0-2017,708,Act-5068-708,2,0,0,2,100
W1-2017,708,Act-5068-708,2,0,0,2,75
W2-2017,708,Act-5068-708,2,0,0,2,50
W3-2017,708,Act-5068-708,2,0,0,2,100
W0-2017,708,Act-5068-708,3,0,0,3,75
W1-2017,708,Act-5068-708,3,0,0,3,75
W2-2017,708,Act-5068-708,3,0,0,3,100
W3-2017,708,Act-5068-708,3,0,0,3,100
W0-2017,708,Act-5068-708,0,0,0,0,25
W1-2017,708,Act-5068-708,0,0,0,0,25
W2-2017,708,Act-5068-708,0,0,0,0,50
W3-2017,708,Act-5068-708,0,0,0,0,100
W0-2017,709,Act-5069-709,1,0,0,1,75
W1-2017,709,Act-5069-709,1,0,0,1,25
W2-2017,709,Act-5069-709,1,0,0,1,100
W3-2017,709,Act-5069-709,1,0,0,1,25
W0-2017,709,Act-5069-709,2,0,0,2,50
W1-2017,709,Act-5069-709,2,0,0,2,100
W2-2017,709,Act-5069-709,2,0,0,2,50
W3-2017,709,Act-5069-709,2,0,0,2,75
W0-2017,709,Act-5069-709,3,0,0,3,75
W1-2017,709,Act-5069-709,3,0,0,3,25
W2-2017,709,Act-5069-709,3,0,0,3,25
W3-2017,709,Act-5069-709,3,0,0,3,75
W0-2017,709,Act-5069-709,0,0,0,0,50
W1-2017,709,Act-5069-709,0,0,0,0,100
W2-2017,709,Act-5069-709,0,0,0,0,75
W3-2017,709,Act-5069-709,0,0,0,0,100
W0-2017,710,Act-5070-710,1,0,0,1,50
W1-2017,710,Act-5070-710,1,0,0,1,75
W2-2017,710,Act-5070-710,1,0,0,1,75
W3-2017,710,Act-5070-710,1,0,0,1,25
W0-2017,710,Act-5070-710,2,0,0,2,25
W1-2017,710,Act-5070-710,2,0,0,2,25
W2-2017,710,Act-5070-710,2,0,0,2,75
W3-2017,710,Act-5070-710,2,0,0,2,100
W0-2017,710,Act-5070-710,3,0,0,3,75
W1-2017,710,Act-5070-710,3,0,0,3,100
W2-2017,710,Act-5070-710,3,0,0,3,25
W3-2017,710,Act-5070-710,3,0,0,3,75
W0-2017,710,Act-5070-710,0,0,0,0,50
W1-2017,710,Act-5070-710,0,0,0,0,50
W2-2017,710,Act-5070-710,0,0,0,0,75
W3-2017,710,Act-5070-710,0,0,0,0,75
W0-2017,711,Act-5071-711,1,0,0,1,100
W1-2017,711,Act-5071-711,1,0,0,1,25
W2-2017,711,Act-5071-711,1,0,0,1,75
W3-2017,711,Act-5071-711,1,0,0,1,75
W0-2017,711,Act-5071-711,2,0,0,2,50
W1-2017,711,Act-5071-711,2,0,0,2,100
W2-2017,711,Act-5071-711,2,0,0,2,75
W3-2017,711,Act-5071-711,2,0,0,2,75
W0-2017,711,Act-5071-711,3,0,0,3,75
W1-2017,711,Act-5071-711,3,0,0,3,25
W2-2017,711,Act-5071-711,3,0,0,3,50
W3-2017,711,Act-5071-711,3,0,0,3,100
W0-2017,711,Act-5071-711,0,0,0,0,50
W1-2017,711,Act-5071-711,0,0,0,0,75
W2-2017,711,Act-5071-711,0,0,0,0,50
W3-2017,711,Act-5071-711,0,0,0,0,75
W0-2017,712,Act-5072-712,1,0,0,1,25
W1-2017,712,Act-5072-712,1,0,0,1,25
W2-2017,712,Act-5072-712,1,0,0,1,50
W3-2017,712,Act-5072-712,1,0,0,1,50
W0-2017,712,Act-5072-712,2,0,0,2,50
W1-2017,712,Act-5072-712,2,0,0,2,50
W2-2017,712,Act-5072-712,2,0,0,2,75
W3-2017,712,Act-5072-712,2,0,0,2,50
W0-2017,712,Act-5072-712,3,0,0,3,75
W1-2017,712,Act-5072-712,3,0,0,3,100
W2-2017,712,Act-5072-712,3,0,0,3,50
W3-2017,712,Act-5072-712,3,0,0,3,50
W0-2017,712,Act-5072-712,0,0,0,0,75
W1-2017,712,Act-5072-712,0,0,0,0,100
W2-2017,712,Act-5072-712,0,0,0,0,25
W3-2017,712,Act-5072-712,0,0,0,0,25
W0-2017,713,Act-5073-713,1,0,0,1,50
W1-2017,713,Act-5073-713,1,0,0,1,50
W2-2017,713,Act-5073-713,1,0,0,1,100
W3-2017,713,Act-5073-713,1,0,0,1,25
W0-2017,713,Act-5073-713,2,0,0,2,25
W1-2017,713,Act-5073-713,2,0,0,2,100
W2-2017,713,Act-5073-713,2,0,0,2,50
W3-2017,713,Act-5073-713,2,0,0,2,75
W0-2017,713,Act-5073-713,3,0,0,3,100
W1-2017,713,Act-5073-713,3,0,0,3,25
W2-2017,713,Act-5073-713,3,0,0,3,50
W3-2017,713,Act-5073-713,3,0,0,3,100
W0-2017,713,Act-5073-713,0,0,0,0,100
W1-2017,713,Act-5073-713,0,0,0,0,100
W2-2017,713,Act-5073-713,0,0,0,0,75
W3-2017,713,Act-5073-713,0,0,0,0,100
W0-2017,714,Act-5074-714,1,0,0,1,75
W1-2017,714,Act-5074-714,1,0,0,1,50
W2-2017,714,Act-5074-714,1,0,0,1,75
W3-2017,714,Act-5074-714,1,0,0,1,50
W0-2017,714,Act-5074-714,2,0,0,2,100
W1-2017,714,Act-5074-714,2,0,0,2,50
W2-2017,714,Act-5074-714,2,0,0,2,50
W3-2017,714,Act-5074-714,2,0,0,2,75
W0-2017,714,Act-5074-714,3,0,0,3,75
W1-2017,714,Act-5074-714,3,0,0,3,50
W2-2017,714,Act-5074-714,3,0,0,3,25
W3-2017,714,Act-5074-714,3,0,0,3,75
W0-2017,714,Act-5074-714,0,0,0,0,50
W1-2017,714,Act-5074-714,0,0,0,0,50
W2-2017,714,Act-5074-714,0,0,0,0,100
W3-2017,714,Act-5074-714,0,0,0,0,100
W0-2017,715,Act-5075-715,1,0,0,1,25
W1-2017,715,Act-5075-715,1,0,0,1,25
W2-2017,715,Act-5075-715,1,0,0,1,50
W3-2017,715,Act-5075-715,1,0,0,1,100
W0-2017,715,Act-5075-715,2,0,0,2,100
W1-2017,715,Act-5075-715,2,0,0,2,25
W2-2017,715,Act-5075-715,2,0,0,2,50
W3-2017,715,Act-5075-715,2,0,0,2,25
W0-2017,715,Act-5075-715,3,0,0,3,100
W1-2017,715,Act-5075-715,3,0,0,3,100
W2-2017,715,Act-5075-715,3,0,0,3,75
W3-2017,715,Act-5075-715,3,0,0,3,25
W0-2017,715,Act-5075-715,0,0,0,0,100
W1-2017,715,Act-5075-715,0,0,0,0,100
W2-2017,715,Act-5075-715,0,0,0,0,75
W3-2017,715,Act-5075-715,0,0,0,0,75
W0-2017,716,Act-5076-716,1,0,0,1,25
W1-2017,716,Act-5076-716,1,0,0,1,75
W2-2017,716,Act-5076-716,1,0,0,1,100
W3-2017,716,Act-5076-716,1,0,0,1,25
W0-2017,716,Act-5076-716,2,0,0,2,25
W1-2017,716,Act-5076-716,2,0,0,2,100
W2-2017,716,Act-5076-716,2,0,0,2,25
W3-2017,716,Act-5076-716,2,0,0,2,25
W0-2017,716,Act-5076-716,3,0,0,3,25
W1-2017,716,Act-5076-716,3,0,0,3,25
W2-2017,716,Act-5076-716,3,0,0,3,75
W3-2017,716,Act-5076-716,3,0,0,3,100
W0-2017,716,Act-5076-716,0,0,0,0,75
W1-2017,716,Act-5076-716,0,0,0,0,75
W2-2017,716,Act-5076-716,0,0,0,0,50
W3-2017,716,Act-5076-716,0,0,0,0,75
W0-2017,717,Act-5077-717,1,0,0,1,25
W1-2017,717,Act-5077-717,1,0,0,1,50
W2-2017,717,Act-5077-717,1,0,0,1,100
W3-2017,717,Act-5077-717,1,0,0,1,75
W0-2017,717,Act-5077-717,2,0,0,2,50
W1-2017,717,Act-5077-717,2,0,0,2,100
W2-2017,717,Act-5077-717,2,0,0,2,25
W3-2017,717,Act-5077-717,2,0,0,2,50
W0-2017,717,Act-5077-717,3,0,0,3,25
W1-2017,717,Act-5077-717,3,0,0,3,50
W2-2017,717,Act-5077-717,3,0,0,3,75
W3-2017,717,Act-5077-717,3,0,0,3,25
W0-2017,717,Act-5077-717,0,0,0,0,75
W1-2017,717,Act-5077-717,0,0,0,0,50
W2-2017,717,Act-5077-717,0,0,0,0,75
W3-2017,717,Act-5077-717,0,0,0,0,100
W0-2017,718,Act-5078-718,1,0,0,1,75
W1-2017,718,Act-5078-718,1,0,0,1,50
W2-2017,718,Act-5078-718,1,0,0,1,50
W3-2017,718,Act-5078-718,1,0,0,1,100
W0-2017,718,Act-5078-718,2,0,0,2,75
W1-2017,718,Act-5078-718,2,0,0,2,100
W2-2017,718,Act-5078-718,2,0,0,2,75
W3-2017,718,Act-5078-718,2,0,0,2,50
W0-2017,718,Act-5078-718,3,0,0,3,100
W1-2017,718,Act-5078-718,3,0,0,3,50
W2-2017,718,Act-5078-718,3,0,0,3,75
W3-2017,718,Act-5078-718,3,0,0,3,75
W0-2017,718,Act-5078-718,0,0,0,0,75
W1-2017,718,Act-5078-718,0,0,0,0,50
W2-2017,718,Act-5078-718,0,0,0,0,75
W3-2017,718,Act-5078-718,0,0,0,0,25
W0-2017,719,Act-5079-719,1,0,0,1,75
W1-2017,719,Act-5079-719,1,0,0,1,100
W2-2017,719,Act-5079-719,1,0,0,1,100
W3-2017,719,Act-5079-719,1,0,0,1,75
W0-2017,719,Act-5079-719,2,0,0,2,100
W1-2017,719,Act-5079-719,2,0,0,2,100
W2-2017,719,Act-5079-719,2,0,0,2,50
W3-2017,719,Act-5079-719,2,0,0,2,50
W0-2017,719,Act-5079-719,3,0,0,3,75
W1-2017,719,Act-5079-719,3,0,0,3,50
W2-2017,719,Act-5079-719,3,0,0,3,25
W3-2017,719,Act-5079-719,3,0,0,3,100
W0-2017,719,Act-5079-719,0,0,0,0,50
W1-2017,719,Act-5079-719,0,0,0,0,25
W2-2017,719,Act-5079-719,0,0,0,0,50
W3-2017,719,Act-5079-719,0,0,0,0,100
W0-2017,720,Act-5000-720,1,0,0,1,50
W1-2017,720,Act-5000-720,1,0,0,1,100
W2-2017,720,Act-5000-720,1,0,0,1,50
W3-2017,720,Act-5000-720,1,0,0,1,25
W0-2017,720,Act-5000-720,2,0,0,2,25
W1-2017,720,Act-5000-720,2,0,0,2,50
W2-2017,720,Act-5000-720,2,0,0,2,25
W3-2017,720,Act-5000-720,2,0,0,2,50
W0-2017,720,Act-5000-720,3,0,0,3,75
W1-2017,720,Act-5000-720,3,0,0,3,50
W2-2017,720,Act-5000-720,3,0,0,3,75
W3-2017,720,Act-5000-720,3,0,0,3,25
W0-2017,720,Act-5000-720,0,0,0,0,25
W1-2017,720,Act-5000-720,0,0,0,0,50
W2-2017,720,Act-5000-720,0,0,0,0,100
W3-2017,720,Act-5000-720,0,0,0,0,75
W0-2017,721,Act-5001-721,1,0,0,1,100
W1-2017,721,Act-5001-721,1,0,0,1,50
W2-2017,721,Act-5001-721,1,0,0,1,50
W3-2017,721,Act-5001-721,1,0,0,1,75
W0-2017,721,Act-5001-721,2,0,0,2,50
W1-2017,721,Act-5001-721,2,0,0,2,25
W2-2017,721,Act-5001-721,2,0,0,2,100
W3-2017,721,Act-5001-721,2,0,0,2,75
W0-2017,721,Act-5001-721,3,0,0,3,25
W1-2017,721,Act-5001-721,3,0,0,3,25
W2-2017,721,Act-5001-721,3,0,0,3,25
W3-2017,721,Act-5001-721,3,0,0,3,25
W0-2017,721,Act-5001-721,0,0,0,0,75
W1-2017,721,Act-5001-721,0,0,0,0,100
W2-2017,721,Act-5001-721,0,0,0,0,25
W3-2017,721,Act-5001-721,0,0,0,0,100
W0-2017,722,Act-5002-722,1,0,0,1,100
W1-2017,722,Act-5002-722,1,0,0,1,100
W2-2017,722,Act-5002-722,1,0,0,1,50
W3-2017,722,Act-5002-722,1,0,0,1,75
W0-2017,722,Act-5002-722,2,0,0,2,25
W1-2017,722,Act-5002-722,2,0,0,2,50
W2-2017,722,Act-5002-722,2,0,0,2,100
W3-2017,722,Act-5002-722,2,0,0,2,25
W0-2017,722,Act-5002-722,3,0,0,3,100
W1-2017,722,Act-5002-722,3,0,0,3,75
W2-2017,722,Act-5002-722,3,0,0,3,100
W3-2017,722,Act-5002-722,3,0,0,3,50
W0-2017,722,Act-5002-722,0,0,0,0,25
W1-2017,722,Act-5002-722,0,0,0,0,50
W2-2017,722,Act-5002-722,0,0,0,0,25
W3-2017,722,Act-5002-722,0,0,0,0,50
W0-2017,723,Act-5003-723,1,0,0,1,75
W1-2017,723,Act-5003-723,1,0,0,1,50
W2-2017,723,Act-5003-723,1,0,0,1,25
W3-2017,723,Act-5003-723,1,0,0,1,100
W0-2017,723,Act-5003-723,2,0,0,2,75
W1-2017,723,Act-5003-723,2,0,0,2,75
W2-2017,723,Act-5003-723,2,0,0,2,50
W3-2017,723,Act-5003-723,2,0,0,2,50
W0-2017,723,Act-5003-723,3,0,0,3,25
W1-2017,723,Act-5003-723,3,0,0,3,75
W2-2017,723,Act-5003-723,3,0,0,3,25
W3-2017,723,Act-5003-723,3,0,0,3,25
W0-2017,723,Act-5003-723,0,0,0,0,50
W1-2017,723,Act-5003-723,0,0,0,0,100
W2-2017,723,Act-5003-723,0,0,0,0,75
W3-2017,723,Act-5003-723,0,0,0,0,100
W0-2017,724,Act-5004-724,1,0,0,1,50
W1-2017,724,Act-5004-724,1,0,0,1,100
W2-2017,724,Act-5004-724,1,0,0,1,25
W3-2017,724,Act-5004-724,1,0,0,1,25
W0-2017,724,Act-5004-724,2,0,0,2,100
W1-2017,724,Act-5004-724,2,0,0,2,25
W2-2017,724,Act-5004-724,2,0,0,2,50
W3-2017,724,Act-5004-724,2,0,0,2,50
W0-2017,724,Act-5004-724,3,0,0,3,75
W1-2017,724,Act-5004-724,3,0,0,3,50
W2-2017,724,Act-5004-724,3,0,0,3,100
W3-2017,724,Act-5004-724,3,0,0,3,100
W0-2017,724,Act-5004-724,0,0,0,0,25
W1-2017,724,Act-5004-724,0,0,0,0,50
W2-2017,724,Act-5004-724,0,0,0,0,50
W3-2017,724,Act-5004-724,0,0,0,0,100
W0-2017,725,Act-5005-725,1,0,0,1,25
W1-2017,725,Act-5005-725,1,0,0,1,100
W2-2017,725,Act-5005-725,1,0,0,1,50
W3-2017,725,Act-5005-725,1,0,0,1,50
W0-2017,725,Act-5005-725,2,0,0,2,100
W1-2017,725,Act-5005-725,2,0,0,2,50
W2-2017,725,Act-5005-725,2,0,0,2,25
W3-2017,725,Act-5005-725,2,0,0,2,25
W0-2017,725,Act-5005-725,3,0,0,3,50
W1-2017,725,Act-5005-725,3,0,0,3,100
W2-2017,725,Act-5005-725,3,0,0,3,75
W3-2017,725,Act-5005-725,3,0,0,3,75
W0-2017,725,Act-5005-725,0,0,0,0,50
W1-2017,725,Act-5005-725,0,0,0,0,100
W2-2017,725,Act-5005-725,0,0,0,0,100
W3-2017,725,Act-5005-725,0,0,0,0,100
W0-2017,726,Act-5006-726,1,0,0,1,100
W1-2017,726,Act-5006-726,1,0,0,1,25
W2-2017,726,Act-5006-726,1,0,0,1,25
W3-2017,726,Act-5006-726,1,0,0,1,50
W0-2017,726,Act-5006-726,2,0,0,2,25
W1-2017,726,Act-5006-726,2,0,0,2,100
W2-2017,726,Act-5006-726,2,0,0,2,50
W3-2017,726,Act-5006-726,2,0,0,2,50
W0-2017,726,Act-5006-726,3,0,0,3,100
W1-2017,726,Act-5006-726,3,0,0,3,75
W2-2017,726,Act-5006-726,3,0,0,3,25
W3-2017,726,Act-5006-726,3,0,0,3,50
W0-2017,726,Act-5006-726,0,0,0,0,100
W1-2017,726,Act-5006-726,0,0,0,0,75
W2-2017,726,Act-5006-726,0,0,0,0,25
W3-2017,726,Act-5006-726,0,0,0,0,75
W0-2017,727,Act-5007-727,1,0,0,1,25
W1-2017,727,Act-5007-727,1,0,0,1,25
W2-2017,727,Act-5007-727,1,0,0,1,25
W3-2017,727,Act-5007-727,1,0,0,1,50
W0-2017,727,Act-5007-727,2,0,0,2,75
W1-2017,727,Act-5007-727,2,0,0,2,50
W2-2017,727,Act-5007-727,2,0,0,2,100
W3-2017,727,Act-5007-727,2,0,0,2,25
W0-2017,727,Act-5007-727,3,0,0,3,75
W1-2017,727,Act-5007-727,3,0,0,3,100
W2-2017,727,Act-5007-727,3,0,0,3,100
W3-2017,727,Act-5007-727,3,0,0,3,100
W0-2017,727,Act-5007-727,0,0,0,0,75
W1-2017,727,Act-5007-727,0,0,0,0,100
W2-2017,727,Act-5007-727,0,0,0,0,25
W3-2017,727,Act-5007-727,0,0,0,0,100
W0-2017,728,Act-5008-728,1,0,0,1,50
W1-2017,728,Act-5008-728,1,0,0,1,100
W2-2017,728,Act-5008-728,1,0,0,1,100
W3-2017,728,Act-5008-728,1,0,0,1,25
W0-2017,728,Act-5008-728,2,0,0,2,50
W1-2017,728,Act-5008-728,2,0,0,2,25
W2-2017,728,Act-5008-728,2,0,0,2,75
W3-2017,728,Act-5008-728,2,0,0,2,25
W0-2017,728,Act-5008-728,3,0,0,3,75
W1-2017,728,Act-5008-728,3,0,0,3,100
W2-2017,728,Act-5008-728,3,0,0,3,50
W3-2017,728,Act-5008-728,3,0,0,3,50
W0-2017,728,Act-5008-728,0,0,0,0,25
W1-2017,728,Act-5008-728,0,0,0,0,100
W2-2017,728,Act-5008-728,0,0,0,0,50
W3-2017,728,Act-5008-728,0,0,0,0,75
W0-2017,729,Act-5009-729,1,0,0,1,100
W1-2017,729,Act-5009-729,1,0,0,1,100
W2-2017,729,Act-5009-729,1,0,0,1,75
W3-2017,729,Act-5009-729,1,0,0,1,25
W0-2017,729,Act-5009-729,2,0,0,2,75
W1-2017,729,Act-5009-729,2,0,0,2,75
W2-2017,729,Act-5009-729,2,0,0,2,50
W3-2017,729,Act-5009-729,2,0,0,2,50
W0-2017,729,Act-5009-729,3,0,0,3,50
W1-2017,729,Act-5009-729,3,0,0,3,25
W2-2017,729,Act-5009-729,3,0,0,3,75
W3-2017,729,Act-5009-729,3,0,0,3,50
W0-2017,729,Act-5009-729,0,0,0,0,25
W1-2017,729,Act-5009-729,0,0,0,0,50
W2-2017,729,Act-5009-729,0,0,0,0,100
W3-2017,729,Act-5009-729,0,0,0,0,25
W0-2017,730,Act-5010-730,1,0,0,1,75
W1-2017,730,Act-5010-730,1,0,0,1,25
W2-2017,730,Act-5010-730,1,0,0,1,100
W3-2017,730,Act-5010-730,1,0,0,1,100
W0-2017,730,Act-5010-730,2,0,0,2,75
W1-2017,730,Act-5010-730,2,0,0,2,25
W2-2017,730,Act-5010-730,2,0,0,2,50
W3-2017,730,Act-5010-730,2,0,0,2,100
W0-2017,730,Act-5010-730,3,0,0,3,75
W1-2017,730,Act-5010-730,3,0,0,3,25
W2-2017,730,Act-5010-730,3,0,0,3,75
W3-2017,730,Act-5010-730,3,0,0,3,75
W0-2017,730,Act-5010-730,0,0,0,0,100
W1-2017,730,Act-5010-730,0,0,0,0,75
W2-2017,730,Act-5010-730,0,0,0,0,100
W3-2017,730,Act-5010-730,0,0,0,0,75
W0-2017,731,Act-5011-731,1,0,0,1,75
W1-2017,731,Act-5011-731,1,0,0,1,25
W2-2017,731,Act-5011-731,1,0,0,1,25
W3-2017,731,Act-5011-731,1,0,0,1,75
W0-2017,731,Act-5011-731,2,0,0,2,50
W1-2017,731,Act-5011-731,2,0,0,2,100
W2-2017,731,Act-5011-731,2,0,0,2,25
W3-2017,731,Act-5011-731,2,0,0,2,100
W0-2017,731,Act-5011-731,3,0,0,3,75
W1-2017,731,Act-5011-731,3,0,0,3,75
W2-2017,731,Act-5011-731,3,0,0,3,75
W3-2017,731,Act-5011-731,3,0,0,3,50
W0-2017,731,Act-5011-731,0,0,0,0,50
W1-2017,731,Act-5011-731,0,0,0,0,50
W2-2017,731,Act-5011-731,0,0,0,0,100
W3-2017,731,Act-5011-731,0,0,0,0,50
W0-2017,732,Act-5012-732,1,0,0,1,25
W1-2017,732,Act-5012-732,1,0,0,1,50
W2-2017,732,Act-5012-732,1,0,0,1,75
W3-2017,732,Act-5012-732,1,0,0,1,25
W0-2017,732,Act-5012-732,2,0,0,2,25
W1-2017,732,Act-5012-732,2,0,0,2,50
W2-2017,732,Act-5012-732,2,0,0,2,25
W3-2017,732,Act-5012-732,2,0,0,2,75
W0-2017,732,Act-5012-732,3,0,0,3,75
W1-2017,732,Act-5012-732,3,0,0,3,75
W2-2017,732,Act-5012-732,3,0,0,3,50
W3-2017,732,Act-5012-732,3,0,0,3,75
W0-2017,732,Act-5012-732,0,0,0,0,100
W1-2017,732,Act-5012-732,0,0,0,0,100
W2-2017,732,Act-5012-732,0,0,0,0,50
W3-2017,732,Act-5012-732,0,0,0,0,75
W0-2017,733,Act-5013-733,1,0,0,1,25
W1-2017,733,Act-5013-733,1,0,0,1,25
W2-2017,733,Act-5013-733,1,0,0,1,100
W3-2017,733,Act-5013-733,1,0,0,1,25
W0-2017,733,Act-5013-733,2,0,0,2,25
W1-2017,733,Act-5013-733,2,0,0,2,50
W2-2017,733,Act-5013-733,2,0,0,2,75
W3-2017,733,Act-5013-733,2,0,0,2,75
W0-2017,733,Act-5013-733,3,0,0,3,25
W1-2017,733,Act-5013-733,3,0,0,3,100
W2-2017,733,Act-5013-733,3,0,0,3,50
W3-2017,733,Act-5013-733,3,0,0,3,25
W0-2017,733,Act-5013-733,0,0,0,0,50
W1-2017,733,Act-5013-733,0,0,0,0,25
W2-2017,733,Act-5013-733,0,0,0,0,50
W3-2017,733,Act-5013-733,0,0,0,0,50
W0-2017,734,Act-5014-734,1,0,0,1,25
W1-2017,734,Act-5014-734,1,0,0,1,50
W2-2017,734,Act-5014-734,1,0,0,1,50
W3-2017,734,Act-5014-734,1,0,0,1,75
W0-2017,734,Act-5014-734,2,0,0,2,100
W1-2017,734,Act-5014-734,2,0,0,2,100
W2-2017,734,Act-5014-734,2,0,0,2,75
W3-2017,734,Act-5014-734,2,0,0,2,25
W0-2017,734,Act-5014-734,3,0,0,3,25
W1-2017,734,Act-5014-734,3,0,0,3,50
W2-2017,734,Act-5014-734,3,0,0,3,25
W3-2017,734,Act-5014-734,3,0,0,3,100
W0-2017,734,Act-5014-734,0,0,0,0,75
W1-2017,734,Act-5014-734,0,0,0,0,50
W2-2017,734,Act-5014-734,0,0,0,0,100
W3-2017,734,Act-5014-734,0,0,0,0,75
W0-2017,735,Act-5015-735,1,0,0,1,25
W1-2017,735,Act-5015-735,1,0,0,1,25
W2-2017,735,Act-5015-735,1,0,0,1,25
W3-2017,735,Act-5015-735,1,0,0,1,50
W0-2017,735,Act-5015-735,2,0,0,2,50
W1-2017,735,Act-5015-735,2,0,0,2,75
W2-2017,735,Act-5015-735,2,0,0,2,25
W3-2017,735,Act-5015-735,2,0,0,2,100
W0-2017,735,Act-5015-735,3,0,0,3,75
W1-2017,735,Act-5015-735,3,0,0,3,25
W2-2017,735,Act-5015-735,3,0,0,3,25
W3-2017,735,Act-5015-735,3,0,0,3,25
W0-2017,735,Act-5015-735,0,0,0,0,100
W1-2017,735,Act-5015-735,0,0,0,0,100
W2-2017,735,Act-5015-735,0,0,0,0,50
W3-2017,735,Act-5015-735,0,0,0,0,50
W0-2017,736,Act-5016-736,1,0,0,1,25
W1-2017,736,Act-5016-736,1,0,0,1,25
W2-2017,736,Act-5016-736,1,0,0,1,75
W3-2017,736,Act-5016-736,1,0,0,1,50
W0-2017,736,Act-5016-736,2,0,0,2,50
W1-2017,736,Act-5016-736,2,0,0,2,100
W2-2017,736,Act-5016-736,2,0,0,2,100
W3-2017,736,Act-5016-736,2,0,0,2,50
W0-2017,736,Act-5016-736,3,0,0,3,50
W1-2017,736,Act-5016-736,3,0,0,3,75
W2-2017,736,Act-5016-736,3,0,0,3,25
W3-2017,736,Act-5016-736,3,0,0,3,75
W0-2017,736,Act-5016-736,0,0,0,0,25
W1-2017,736,Act-5016-736,0,0,0,0,100
W2-2017,736,Act-5016-736,0,0,0,0,25
W3-2017,736,Act-5016-736,0,0,0,0,75
W0-2017,737,Act-5017-737,1,0,0,1,100
W1-2017,737,Act-5017-737,1,0,0,1,100
W2-2017,737,Act-5017-737,1,0,0,1,100
W3-2017,737,Act-5017-737,1,0,0,1,50
W0-2017,737,Act-5017-737,2,0,0,2,25
W1-2017,737,Act-5017-737,2,0,0,2,25
W2-2017,737,Act-5017-737,2,0,0,2,100
W3-2017,737,Act-5017-737,2,0,0,2,75
W0-2017,737,Act-5017-737,3,0,0,3,50
