Activity.[ActivityKey],Transport.[TransportKey],Product.[ProductKey],Version.[VersionKey],Activity Lead Time,Solver Activity End Date,Solver Activity Start Date
Act-5065-385,0,3,0,1,,
Act-5065-385,0,0,0,1,,
Act-5066-386,0,1,0,1,,
Act-5066-386,0,2,0,1,,
Act-5066-386,0,3,0,1,,
Act-5066-386,0,0,0,1,,
Act-5067-387,0,1,0,1,,
Act-5067-387,0,2,0,1,,
Act-5067-387,0,3,0,1,,
Act-5067-387,0,0,0,1,,
Act-5068-388,0,1,0,1,,
Act-5068-388,0,2,0,1,,
Act-5068-388,0,3,0,1,,
Act-5068-388,0,0,0,1,,
Act-5069-389,0,1,0,1,,
Act-5069-389,0,2,0,1,,
Act-5069-389,0,3,0,1,,
Act-5069-389,0,0,0,1,,
Act-5070-390,0,1,0,1,,
Act-5070-390,0,2,0,1,,
Act-5070-390,0,3,0,1,,
Act-5070-390,0,0,0,1,,
Act-5071-391,0,1,0,1,,
Act-5071-391,0,2,0,1,,
Act-5071-391,0,3,0,1,,
Act-5071-391,0,0,0,1,,
Act-5072-392,0,1,0,1,,
Act-5072-392,0,2,0,1,,
Act-5072-392,0,3,0,1,,
Act-5072-392,0,0,0,1,,
Act-5073-393,0,1,0,1,,
Act-5073-393,0,2,0,1,,
Act-5073-393,0,3,0,1,,
Act-5073-393,0,0,0,1,,
Act-5074-394,0,1,0,1,,
Act-5074-394,0,2,0,1,,
Act-5074-394,0,3,0,1,,
Act-5074-394,0,0,0,1,,
Act-5075-395,0,1,0,1,,
Act-5075-395,0,2,0,1,,
Act-5075-395,0,3,0,1,,
Act-5075-395,0,0,0,1,,
Act-5076-396,0,1,0,1,,
Act-5076-396,0,2,0,1,,
Act-5076-396,0,3,0,1,,
Act-5076-396,0,0,0,1,,
Act-5077-397,0,1,0,1,,
Act-5077-397,0,2,0,1,,
Act-5077-397,0,3,0,1,,
Act-5077-397,0,0,0,1,,
Act-5078-398,0,1,0,1,,
Act-5078-398,0,2,0,1,,
Act-5078-398,0,3,0,1,,
Act-5078-398,0,0,0,1,,
Act-5079-399,0,1,0,1,,
Act-5079-399,0,2,0,1,,
Act-5079-399,0,3,0,1,,
Act-5079-399,0,0,0,1,,
Act-5000-400,0,1,0,1,,
Act-5000-400,0,2,0,1,,
Act-5000-400,0,3,0,1,,
Act-5000-400,0,0,0,1,,
Act-5001-401,0,1,0,1,,
Act-5001-401,0,2,0,1,,
Act-5001-401,0,3,0,1,,
Act-5001-401,0,0,0,1,,
Act-5002-402,0,1,0,1,,
Act-5002-402,0,2,0,1,,
Act-5002-402,0,3,0,1,,
Act-5002-402,0,0,0,1,,
Act-5003-403,0,1,0,1,,
Act-5003-403,0,2,0,1,,
Act-5003-403,0,3,0,1,,
Act-5003-403,0,0,0,1,,
Act-5004-404,0,1,0,1,,
Act-5004-404,0,2,0,1,,
Act-5004-404,0,3,0,1,,
Act-5004-404,0,0,0,1,,
Act-5005-405,0,1,0,1,,
Act-5005-405,0,2,0,1,,
Act-5005-405,0,3,0,1,,
Act-5005-405,0,0,0,1,,
Act-5006-406,0,1,0,1,,
Act-5006-406,0,2,0,1,,
Act-5006-406,0,3,0,1,,
Act-5006-406,0,0,0,1,,
Act-5007-407,0,1,0,1,,
Act-5007-407,0,2,0,1,,
Act-5007-407,0,3,0,1,,
Act-5007-407,0,0,0,1,,
Act-5008-408,0,1,0,1,,
Act-5008-408,0,2,0,1,,
Act-5008-408,0,3,0,1,,
Act-5008-408,0,0,0,1,,
Act-5009-409,0,1,0,1,,
Act-5009-409,0,2,0,1,,
Act-5009-409,0,3,0,1,,
Act-5009-409,0,0,0,1,,
Act-5010-410,0,1,0,1,,
Act-5010-410,0,2,0,1,,
Act-5010-410,0,3,0,1,,
Act-5010-410,0,0,0,1,,
Act-5011-411,0,1,0,1,,
Act-5011-411,0,2,0,1,,
Act-5011-411,0,3,0,1,,
Act-5011-411,0,0,0,1,,
Act-5012-412,0,1,0,1,,
Act-5012-412,0,2,0,1,,
Act-5012-412,0,3,0,1,,
Act-5012-412,0,0,0,1,,
Act-5013-413,0,1,0,1,,
Act-5013-413,0,2,0,1,,
Act-5013-413,0,3,0,1,,
Act-5013-413,0,0,0,1,,
Act-5014-414,0,1,0,1,,
Act-5014-414,0,2,0,1,,
Act-5014-414,0,3,0,1,,
Act-5014-414,0,0,0,1,,
Act-5015-415,0,1,0,1,,
Act-5015-415,0,2,0,1,,
Act-5015-415,0,3,0,1,,
Act-5015-415,0,0,0,1,,
Act-5016-416,0,1,0,1,,
Act-5016-416,0,2,0,1,,
Act-5016-416,0,3,0,1,,
Act-5016-416,0,0,0,1,,
Act-5017-417,0,1,0,1,,
Act-5017-417,0,2,0,1,,
Act-5017-417,0,3,0,1,,
Act-5017-417,0,0,0,1,,
Act-5018-418,0,1,0,1,,
Act-5018-418,0,2,0,1,,
Act-5018-418,0,3,0,1,,
Act-5018-418,0,0,0,1,,
Act-5019-419,0,1,0,1,,
Act-5019-419,0,2,0,1,,
Act-5019-419,0,3,0,1,,
Act-5019-419,0,0,0,1,,
Act-5020-420,0,1,0,1,,
Act-5020-420,0,2,0,1,,
Act-5020-420,0,3,0,1,,
Act-5020-420,0,0,0,1,,
Act-5021-421,0,1,0,1,,
Act-5021-421,0,2,0,1,,
Act-5021-421,0,3,0,1,,
Act-5021-421,0,0,0,1,,
Act-5022-422,0,1,0,1,,
Act-5022-422,0,2,0,1,,
Act-5022-422,0,3,0,1,,
Act-5022-422,0,0,0,1,,
Act-5023-423,0,1,0,1,,
Act-5023-423,0,2,0,1,,
Act-5023-423,0,3,0,1,,
Act-5023-423,0,0,0,1,,
Act-5024-424,0,1,0,1,,
Act-5024-424,0,2,0,1,,
Act-5024-424,0,3,0,1,,
Act-5024-424,0,0,0,1,,
Act-5025-425,0,1,0,1,,
Act-5025-425,0,2,0,1,,
Act-5025-425,0,3,0,1,,
Act-5025-425,0,0,0,1,,
Act-5026-426,0,1,0,1,,
Act-5026-426,0,2,0,1,,
Act-5026-426,0,3,0,1,,
Act-5026-426,0,0,0,1,,
Act-5027-427,0,1,0,1,,
Act-5027-427,0,2,0,1,,
Act-5027-427,0,3,0,1,,
Act-5027-427,0,0,0,1,,
Act-5028-428,0,1,0,1,,
Act-5028-428,0,2,0,1,,
Act-5028-428,0,3,0,1,,
Act-5028-428,0,0,0,1,,
Act-5029-429,0,1,0,1,,
Act-5029-429,0,2,0,1,,
Act-5029-429,0,3,0,1,,
Act-5029-429,0,0,0,1,,
Act-5030-430,0,1,0,1,,
Act-5030-430,0,2,0,1,,
Act-5030-430,0,3,0,1,,
Act-5030-430,0,0,0,1,,
Act-5031-431,0,1,0,1,,
Act-5031-431,0,2,0,1,,
Act-5031-431,0,3,0,1,,
Act-5031-431,0,0,0,1,,
Act-5032-432,0,1,0,1,,
Act-5032-432,0,2,0,1,,
Act-5032-432,0,3,0,1,,
Act-5032-432,0,0,0,1,,
Act-5033-433,0,1,0,1,,
Act-5033-433,0,2,0,1,,
Act-5033-433,0,3,0,1,,
Act-5033-433,0,0,0,1,,
Act-5034-434,0,1,0,1,,
Act-5034-434,0,2,0,1,,
Act-5034-434,0,3,0,1,,
Act-5034-434,0,0,0,1,,
Act-5035-435,0,1,0,1,,
Act-5035-435,0,2,0,1,,
Act-5035-435,0,3,0,1,,
Act-5035-435,0,0,0,1,,
Act-5036-436,0,1,0,1,,
Act-5036-436,0,2,0,1,,
Act-5036-436,0,3,0,1,,
Act-5036-436,0,0,0,1,,
Act-5037-437,0,1,0,1,,
Act-5037-437,0,2,0,1,,
Act-5037-437,0,3,0,1,,
Act-5037-437,0,0,0,1,,
Act-5038-438,0,1,0,1,,
Act-5038-438,0,2,0,1,,
Act-5038-438,0,3,0,1,,
Act-5038-438,0,0,0,1,,
Act-5039-439,0,1,0,1,,
Act-5039-439,0,2,0,1,,
Act-5039-439,0,3,0,1,,
Act-5039-439,0,0,0,1,,
Act-5040-440,0,1,0,1,,
Act-5040-440,0,2,0,1,,
Act-5040-440,0,3,0,1,,
Act-5040-440,0,0,0,1,,
Act-5041-441,0,1,0,1,,
Act-5041-441,0,2,0,1,,
Act-5041-441,0,3,0,1,,
Act-5041-441,0,0,0,1,,
Act-5042-442,0,1,0,1,,
Act-5042-442,0,2,0,1,,
Act-5042-442,0,3,0,1,,
Act-5042-442,0,0,0,1,,
Act-5043-443,0,1,0,1,,
Act-5043-443,0,2,0,1,,
Act-5043-443,0,3,0,1,,
Act-5043-443,0,0,0,1,,
Act-5044-444,0,1,0,1,,
Act-5044-444,0,2,0,1,,
Act-5044-444,0,3,0,1,,
Act-5044-444,0,0,0,1,,
Act-5045-445,0,1,0,1,,
Act-5045-445,0,2,0,1,,
Act-5045-445,0,3,0,1,,
Act-5045-445,0,0,0,1,,
Act-5046-446,0,1,0,1,,
Act-5046-446,0,2,0,1,,
Act-5046-446,0,3,0,1,,
Act-5046-446,0,0,0,1,,
Act-5047-447,0,1,0,1,,
Act-5047-447,0,2,0,1,,
Act-5047-447,0,3,0,1,,
Act-5047-447,0,0,0,1,,
Act-5048-448,0,1,0,1,,
Act-5048-448,0,2,0,1,,
Act-5048-448,0,3,0,1,,
Act-5048-448,0,0,0,1,,
Act-5049-449,0,1,0,1,,
Act-5049-449,0,2,0,1,,
Act-5049-449,0,3,0,1,,
Act-5049-449,0,0,0,1,,
Act-5050-450,0,1,0,1,,
Act-5050-450,0,2,0,1,,
Act-5050-450,0,3,0,1,,
Act-5050-450,0,0,0,1,,
Act-5051-451,0,1,0,1,,
Act-5051-451,0,2,0,1,,
Act-5051-451,0,3,0,1,,
Act-5051-451,0,0,0,1,,
Act-5052-452,0,1,0,1,,
Act-5052-452,0,2,0,1,,
Act-5052-452,0,3,0,1,,
Act-5052-452,0,0,0,1,,
Act-5053-453,0,1,0,1,,
Act-5053-453,0,2,0,1,,
Act-5053-453,0,3,0,1,,
Act-5053-453,0,0,0,1,,
Act-5054-454,0,1,0,1,,
Act-5054-454,0,2,0,1,,
Act-5054-454,0,3,0,1,,
Act-5054-454,0,0,0,1,,
Act-5055-455,0,1,0,1,,
Act-5055-455,0,2,0,1,,
Act-5055-455,0,3,0,1,,
Act-5055-455,0,0,0,1,,
Act-5056-456,0,1,0,1,,
Act-5056-456,0,2,0,1,,
Act-5056-456,0,3,0,1,,
Act-5056-456,0,0,0,1,,
Act-5057-457,0,1,0,1,,
Act-5057-457,0,2,0,1,,
Act-5057-457,0,3,0,1,,
Act-5057-457,0,0,0,1,,
Act-5058-458,0,1,0,1,,
Act-5058-458,0,2,0,1,,
Act-5058-458,0,3,0,1,,
Act-5058-458,0,0,0,1,,
Act-5059-459,0,1,0,1,,
Act-5059-459,0,2,0,1,,
Act-5059-459,0,3,0,1,,
Act-5059-459,0,0,0,1,,
Act-5060-460,0,1,0,1,,
Act-5060-460,0,2,0,1,,
Act-5060-460,0,3,0,1,,
Act-5060-460,0,0,0,1,,
Act-5061-461,0,1,0,1,,
Act-5061-461,0,2,0,1,,
Act-5061-461,0,3,0,1,,
Act-5061-461,0,0,0,1,,
Act-5062-462,0,1,0,1,,
Act-5062-462,0,2,0,1,,
Act-5062-462,0,3,0,1,,
Act-5062-462,0,0,0,1,,
Act-5063-463,0,1,0,1,,
Act-5063-463,0,2,0,1,,
Act-5063-463,0,3,0,1,,
Act-5063-463,0,0,0,1,,
Act-5064-464,0,1,0,1,,
Act-5064-464,0,2,0,1,,
Act-5064-464,0,3,0,1,,
Act-5064-464,0,0,0,1,,
Act-5065-465,0,1,0,1,,
Act-5065-465,0,2,0,1,,
Act-5065-465,0,3,0,1,,
Act-5065-465,0,0,0,1,,
Act-5066-466,0,1,0,1,,
Act-5066-466,0,2,0,1,,
Act-5066-466,0,3,0,1,,
Act-5066-466,0,0,0,1,,
Act-5067-467,0,1,0,1,,
Act-5067-467,0,2,0,1,,
Act-5067-467,0,3,0,1,,
Act-5067-467,0,0,0,1,,
Act-5068-468,0,1,0,1,,
Act-5068-468,0,2,0,1,,
Act-5068-468,0,3,0,1,,
Act-5068-468,0,0,0,1,,
Act-5069-469,0,1,0,1,,
Act-5069-469,0,2,0,1,,
Act-5069-469,0,3,0,1,,
Act-5069-469,0,0,0,1,,
Act-5070-470,0,1,0,1,,
Act-5070-470,0,2,0,1,,
Act-5070-470,0,3,0,1,,
Act-5070-470,0,0,0,1,,
Act-5071-471,0,1,0,1,,
Act-5071-471,0,2,0,1,,
Act-5071-471,0,3,0,1,,
Act-5071-471,0,0,0,1,,
Act-5072-472,0,1,0,1,,
Act-5072-472,0,2,0,1,,
Act-5072-472,0,3,0,1,,
Act-5072-472,0,0,0,1,,
Act-5073-473,0,1,0,1,,
Act-5073-473,0,2,0,1,,
Act-5073-473,0,3,0,1,,
Act-5073-473,0,0,0,1,,
Act-5074-474,0,1,0,1,,
Act-5074-474,0,2,0,1,,
Act-5074-474,0,3,0,1,,
Act-5074-474,0,0,0,1,,
Act-5075-475,0,1,0,1,,
Act-5075-475,0,2,0,1,,
Act-5075-475,0,3,0,1,,
Act-5075-475,0,0,0,1,,
Act-5076-476,0,1,0,1,,
Act-5076-476,0,2,0,1,,
Act-5076-476,0,3,0,1,,
Act-5076-476,0,0,0,1,,
Act-5077-477,0,1,0,1,,
Act-5077-477,0,2,0,1,,
Act-5077-477,0,3,0,1,,
Act-5077-477,0,0,0,1,,
Act-5078-478,0,1,0,1,,
Act-5078-478,0,2,0,1,,
Act-5078-478,0,3,0,1,,
Act-5078-478,0,0,0,1,,
Act-5079-479,0,1,0,1,,
Act-5079-479,0,2,0,1,,
Act-5079-479,0,3,0,1,,
Act-5079-479,0,0,0,1,,
Act-5000-480,0,1,0,1,,
Act-5000-480,0,2,0,1,,
Act-5000-480,0,3,0,1,,
Act-5000-480,0,0,0,1,,
Act-5001-481,0,1,0,1,,
Act-5001-481,0,2,0,1,,
Act-5001-481,0,3,0,1,,
Act-5001-481,0,0,0,1,,
Act-5002-482,0,1,0,1,,
Act-5002-482,0,2,0,1,,
Act-5002-482,0,3,0,1,,
Act-5002-482,0,0,0,1,,
Act-5003-483,0,1,0,1,,
Act-5003-483,0,2,0,1,,
Act-5003-483,0,3,0,1,,
Act-5003-483,0,0,0,1,,
Act-5004-484,0,1,0,1,,
Act-5004-484,0,2,0,1,,
Act-5004-484,0,3,0,1,,
Act-5004-484,0,0,0,1,,
Act-5005-485,0,1,0,1,,
Act-5005-485,0,2,0,1,,
Act-5005-485,0,3,0,1,,
Act-5005-485,0,0,0,1,,
Act-5006-486,0,1,0,1,,
Act-5006-486,0,2,0,1,,
Act-5006-486,0,3,0,1,,
Act-5006-486,0,0,0,1,,
Act-5007-487,0,1,0,1,,
Act-5007-487,0,2,0,1,,
Act-5007-487,0,3,0,1,,
Act-5007-487,0,0,0,1,,
Act-5008-488,0,1,0,1,,
Act-5008-488,0,2,0,1,,
Act-5008-488,0,3,0,1,,
Act-5008-488,0,0,0,1,,
Act-5009-489,0,1,0,1,,
Act-5009-489,0,2,0,1,,
Act-5009-489,0,3,0,1,,
Act-5009-489,0,0,0,1,,
Act-5010-490,0,1,0,1,,
Act-5010-490,0,2,0,1,,
Act-5010-490,0,3,0,1,,
Act-5010-490,0,0,0,1,,
Act-5011-491,0,1,0,1,,
Act-5011-491,0,2,0,1,,
Act-5011-491,0,3,0,1,,
Act-5011-491,0,0,0,1,,
Act-5012-492,0,1,0,1,,
Act-5012-492,0,2,0,1,,
Act-5012-492,0,3,0,1,,
Act-5012-492,0,0,0,1,,
Act-5013-493,0,1,0,1,,
Act-5013-493,0,2,0,1,,
Act-5013-493,0,3,0,1,,
Act-5013-493,0,0,0,1,,
Act-5014-494,0,1,0,1,,
Act-5014-494,0,2,0,1,,
Act-5014-494,0,3,0,1,,
Act-5014-494,0,0,0,1,,
Act-5015-495,0,1,0,1,,
Act-5015-495,0,2,0,1,,
Act-5015-495,0,3,0,1,,
Act-5015-495,0,0,0,1,,
Act-5016-496,0,1,0,1,,
Act-5016-496,0,2,0,1,,
Act-5016-496,0,3,0,1,,
Act-5016-496,0,0,0,1,,
Act-5017-497,0,1,0,1,,
Act-5017-497,0,2,0,1,,
Act-5017-497,0,3,0,1,,
Act-5017-497,0,0,0,1,,
Act-5018-498,0,1,0,1,,
Act-5018-498,0,2,0,1,,
Act-5018-498,0,3,0,1,,
Act-5018-498,0,0,0,1,,
Act-5019-499,0,1,0,1,,
Act-5019-499,0,2,0,1,,
Act-5019-499,0,3,0,1,,
Act-5019-499,0,0,0,1,,
Act-5020-500,0,1,0,1,,
Act-5020-500,0,2,0,1,,
Act-5020-500,0,3,0,1,,
Act-5020-500,0,0,0,1,,
Act-5021-501,0,1,0,1,,
Act-5021-501,0,2,0,1,,
Act-5021-501,0,3,0,1,,
Act-5021-501,0,0,0,1,,
Act-5022-502,0,1,0,1,,
Act-5022-502,0,2,0,1,,
Act-5022-502,0,3,0,1,,
Act-5022-502,0,0,0,1,,
Act-5023-503,0,1,0,1,,
Act-5023-503,0,2,0,1,,
Act-5023-503,0,3,0,1,,
Act-5023-503,0,0,0,1,,
Act-5024-504,0,1,0,1,,
Act-5024-504,0,2,0,1,,
Act-5024-504,0,3,0,1,,
Act-5024-504,0,0,0,1,,
Act-5025-505,0,1,0,1,,
Act-5025-505,0,2,0,1,,
Act-5025-505,0,3,0,1,,
Act-5025-505,0,0,0,1,,
Act-5026-506,0,1,0,1,,
Act-5026-506,0,2,0,1,,
Act-5026-506,0,3,0,1,,
Act-5026-506,0,0,0,1,,
Act-5027-507,0,1,0,1,,
Act-5027-507,0,2,0,1,,
Act-5027-507,0,3,0,1,,
Act-5027-507,0,0,0,1,,
Act-5028-508,0,1,0,1,,
Act-5028-508,0,2,0,1,,
Act-5028-508,0,3,0,1,,
Act-5028-508,0,0,0,1,,
Act-5029-509,0,1,0,1,,
Act-5029-509,0,2,0,1,,
Act-5029-509,0,3,0,1,,
Act-5029-509,0,0,0,1,,
Act-5030-510,0,1,0,1,,
Act-5030-510,0,2,0,1,,
Act-5030-510,0,3,0,1,,
Act-5030-510,0,0,0,1,,
Act-5031-511,0,1,0,1,,
Act-5031-511,0,2,0,1,,
Act-5031-511,0,3,0,1,,
Act-5031-511,0,0,0,1,,
Act-5032-512,0,1,0,1,,
Act-5032-512,0,2,0,1,,
Act-5032-512,0,3,0,1,,
Act-5032-512,0,0,0,1,,
Act-5033-513,0,1,0,1,,
Act-5033-513,0,2,0,1,,
Act-5033-513,0,3,0,1,,
Act-5033-513,0,0,0,1,,
Act-5034-514,0,1,0,1,,
Act-5034-514,0,2,0,1,,
Act-5034-514,0,3,0,1,,
Act-5034-514,0,0,0,1,,
Act-5035-515,0,1,0,1,,
Act-5035-515,0,2,0,1,,
Act-5035-515,0,3,0,1,,
Act-5035-515,0,0,0,1,,
Act-5036-516,0,1,0,1,,
Act-5036-516,0,2,0,1,,
Act-5036-516,0,3,0,1,,
Act-5036-516,0,0,0,1,,
Act-5037-517,0,1,0,1,,
Act-5037-517,0,2,0,1,,
Act-5037-517,0,3,0,1,,
Act-5037-517,0,0,0,1,,
Act-5038-518,0,1,0,1,,
Act-5038-518,0,2,0,1,,
Act-5038-518,0,3,0,1,,
Act-5038-518,0,0,0,1,,
Act-5039-519,0,1,0,1,,
Act-5039-519,0,2,0,1,,
Act-5039-519,0,3,0,1,,
Act-5039-519,0,0,0,1,,
Act-5040-520,0,1,0,1,,
Act-5040-520,0,2,0,1,,
Act-5040-520,0,3,0,1,,
Act-5040-520,0,0,0,1,,
Act-5041-521,0,1,0,1,,
Act-5041-521,0,2,0,1,,
Act-5041-521,0,3,0,1,,
Act-5041-521,0,0,0,1,,
Act-5042-522,0,1,0,1,,
Act-5042-522,0,2,0,1,,
Act-5042-522,0,3,0,1,,
Act-5042-522,0,0,0,1,,
Act-5043-523,0,1,0,1,,
Act-5043-523,0,2,0,1,,
Act-5043-523,0,3,0,1,,
Act-5043-523,0,0,0,1,,
Act-5044-524,0,1,0,1,,
Act-5044-524,0,2,0,1,,
Act-5044-524,0,3,0,1,,
Act-5044-524,0,0,0,1,,
Act-5045-525,0,1,0,1,,
Act-5045-525,0,2,0,1,,
Act-5045-525,0,3,0,1,,
Act-5045-525,0,0,0,1,,
Act-5046-526,0,1,0,1,,
Act-5046-526,0,2,0,1,,
Act-5046-526,0,3,0,1,,
Act-5046-526,0,0,0,1,,
Act-5047-527,0,1,0,1,,
Act-5047-527,0,2,0,1,,
Act-5047-527,0,3,0,1,,
Act-5047-527,0,0,0,1,,
Act-5048-528,0,1,0,1,,
Act-5048-528,0,2,0,1,,
Act-5048-528,0,3,0,1,,
Act-5048-528,0,0,0,1,,
Act-5049-529,0,1,0,1,,
Act-5049-529,0,2,0,1,,
Act-5049-529,0,3,0,1,,
Act-5049-529,0,0,0,1,,
Act-5050-530,0,1,0,1,,
Act-5050-530,0,2,0,1,,
Act-5050-530,0,3,0,1,,
Act-5050-530,0,0,0,1,,
Act-5051-531,0,1,0,1,,
Act-5051-531,0,2,0,1,,
Act-5051-531,0,3,0,1,,
Act-5051-531,0,0,0,1,,
Act-5052-532,0,1,0,1,,
Act-5052-532,0,2,0,1,,
Act-5052-532,0,3,0,1,,
Act-5052-532,0,0,0,1,,
Act-5053-533,0,1,0,1,,
Act-5053-533,0,2,0,1,,
Act-5053-533,0,3,0,1,,
Act-5053-533,0,0,0,1,,
Act-5054-534,0,1,0,1,,
Act-5054-534,0,2,0,1,,
Act-5054-534,0,3,0,1,,
Act-5054-534,0,0,0,1,,
Act-5055-535,0,1,0,1,,
Act-5055-535,0,2,0,1,,
Act-5055-535,0,3,0,1,,
Act-5055-535,0,0,0,1,,
Act-5056-536,0,1,0,1,,
Act-5056-536,0,2,0,1,,
Act-5056-536,0,3,0,1,,
Act-5056-536,0,0,0,1,,
Act-5057-537,0,1,0,1,,
Act-5057-537,0,2,0,1,,
Act-5057-537,0,3,0,1,,
Act-5057-537,0,0,0,1,,
Act-5058-538,0,1,0,1,,
Act-5058-538,0,2,0,1,,
Act-5058-538,0,3,0,1,,
Act-5058-538,0,0,0,1,,
Act-5059-539,0,1,0,1,,
Act-5059-539,0,2,0,1,,
Act-5059-539,0,3,0,1,,
Act-5059-539,0,0,0,1,,
Act-5060-540,0,1,0,1,,
Act-5060-540,0,2,0,1,,
Act-5060-540,0,3,0,1,,
Act-5060-540,0,0,0,1,,
Act-5061-541,0,1,0,1,,
Act-5061-541,0,2,0,1,,
Act-5061-541,0,3,0,1,,
Act-5061-541,0,0,0,1,,
Act-5062-542,0,1,0,1,,
Act-5062-542,0,2,0,1,,
Act-5062-542,0,3,0,1,,
Act-5062-542,0,0,0,1,,
Act-5063-543,0,1,0,1,,
Act-5063-543,0,2,0,1,,
Act-5063-543,0,3,0,1,,
Act-5063-543,0,0,0,1,,
Act-5064-544,0,1,0,1,,
Act-5064-544,0,2,0,1,,
Act-5064-544,0,3,0,1,,
Act-5064-544,0,0,0,1,,
Act-5065-545,0,1,0,1,,
Act-5065-545,0,2,0,1,,
Act-5065-545,0,3,0,1,,
Act-5065-545,0,0,0,1,,
Act-5066-546,0,1,0,1,,
Act-5066-546,0,2,0,1,,
Act-5066-546,0,3,0,1,,
Act-5066-546,0,0,0,1,,
Act-5067-547,0,1,0,1,,
Act-5067-547,0,2,0,1,,
Act-5067-547,0,3,0,1,,
Act-5067-547,0,0,0,1,,
Act-5068-548,0,1,0,1,,
Act-5068-548,0,2,0,1,,
Act-5068-548,0,3,0,1,,
Act-5068-548,0,0,0,1,,
Act-5069-549,0,1,0,1,,
Act-5069-549,0,2,0,1,,
Act-5069-549,0,3,0,1,,
Act-5069-549,0,0,0,1,,
Act-5070-550,0,1,0,1,,
Act-5070-550,0,2,0,1,,
Act-5070-550,0,3,0,1,,
Act-5070-550,0,0,0,1,,
Act-5071-551,0,1,0,1,,
Act-5071-551,0,2,0,1,,
Act-5071-551,0,3,0,1,,
Act-5071-551,0,0,0,1,,
Act-5072-552,0,1,0,1,,
Act-5072-552,0,2,0,1,,
Act-5072-552,0,3,0,1,,
Act-5072-552,0,0,0,1,,
Act-5073-553,0,1,0,1,,
Act-5073-553,0,2,0,1,,
Act-5073-553,0,3,0,1,,
Act-5073-553,0,0,0,1,,
Act-5074-554,0,1,0,1,,
Act-5074-554,0,2,0,1,,
Act-5074-554,0,3,0,1,,
Act-5074-554,0,0,0,1,,
Act-5075-555,0,1,0,1,,
Act-5075-555,0,2,0,1,,
Act-5075-555,0,3,0,1,,
Act-5075-555,0,0,0,1,,
Act-5076-556,0,1,0,1,,
Act-5076-556,0,2,0,1,,
Act-5076-556,0,3,0,1,,
Act-5076-556,0,0,0,1,,
Act-5077-557,0,1,0,1,,
Act-5077-557,0,2,0,1,,
Act-5077-557,0,3,0,1,,
Act-5077-557,0,0,0,1,,
Act-5078-558,0,1,0,1,,
Act-5078-558,0,2,0,1,,
Act-5078-558,0,3,0,1,,
Act-5078-558,0,0,0,1,,
Act-5079-559,0,1,0,1,,
Act-5079-559,0,2,0,1,,
Act-5079-559,0,3,0,1,,
Act-5079-559,0,0,0,1,,
Act-5000-560,0,1,0,1,,
Act-5000-560,0,2,0,1,,
Act-5000-560,0,3,0,1,,
Act-5000-560,0,0,0,1,,
Act-5001-561,0,1,0,1,,
Act-5001-561,0,2,0,1,,
Act-5001-561,0,3,0,1,,
Act-5001-561,0,0,0,1,,
Act-5002-562,0,1,0,1,,
Act-5002-562,0,2,0,1,,
Act-5002-562,0,3,0,1,,
Act-5002-562,0,0,0,1,,
Act-5003-563,0,1,0,1,,
Act-5003-563,0,2,0,1,,
Act-5003-563,0,3,0,1,,
Act-5003-563,0,0,0,1,,
Act-5004-564,0,1,0,1,,
Act-5004-564,0,2,0,1,,
Act-5004-564,0,3,0,1,,
Act-5004-564,0,0,0,1,,
Act-5005-565,0,1,0,1,,
Act-5005-565,0,2,0,1,,
Act-5005-565,0,3,0,1,,
Act-5005-565,0,0,0,1,,
Act-5006-566,0,1,0,1,,
Act-5006-566,0,2,0,1,,
Act-5006-566,0,3,0,1,,
Act-5006-566,0,0,0,1,,
Act-5007-567,0,1,0,1,,
Act-5007-567,0,2,0,1,,
Act-5007-567,0,3,0,1,,
Act-5007-567,0,0,0,1,,
Act-5008-568,0,1,0,1,,
Act-5008-568,0,2,0,1,,
Act-5008-568,0,3,0,1,,
Act-5008-568,0,0,0,1,,
Act-5009-569,0,1,0,1,,
Act-5009-569,0,2,0,1,,
Act-5009-569,0,3,0,1,,
Act-5009-569,0,0,0,1,,
Act-5010-570,0,1,0,1,,
Act-5010-570,0,2,0,1,,
Act-5010-570,0,3,0,1,,
Act-5010-570,0,0,0,1,,
Act-5011-571,0,1,0,1,,
Act-5011-571,0,2,0,1,,
Act-5011-571,0,3,0,1,,
Act-5011-571,0,0,0,1,,
Act-5012-572,0,1,0,1,,
Act-5012-572,0,2,0,1,,
Act-5012-572,0,3,0,1,,
Act-5012-572,0,0,0,1,,
Act-5013-573,0,1,0,1,,
Act-5013-573,0,2,0,1,,
Act-5013-573,0,3,0,1,,
Act-5013-573,0,0,0,1,,
Act-5014-574,0,1,0,1,,
Act-5014-574,0,2,0,1,,
Act-5014-574,0,3,0,1,,
Act-5014-574,0,0,0,1,,
Act-5015-575,0,1,0,1,,
Act-5015-575,0,2,0,1,,
Act-5015-575,0,3,0,1,,
Act-5015-575,0,0,0,1,,
Act-5016-576,0,1,0,1,,
Act-5016-576,0,2,0,1,,
Act-5016-576,0,3,0,1,,
Act-5016-576,0,0,0,1,,
Act-5017-577,0,1,0,1,,
Act-5017-577,0,2,0,1,,
Act-5017-577,0,3,0,1,,
Act-5017-577,0,0,0,1,,
Act-5018-578,0,1,0,1,,
Act-5018-578,0,2,0,1,,
Act-5018-578,0,3,0,1,,
