Activity.[ActivityKey],Transport.[TransportKey],Product.[ProductKey],Item.[ItemKey],Location.[LocationKey],Version.[VersionKey],Material Production Graph Association,Material Production Min Qty,Material Production Multiple Qty,Material Production Priority,Material Production Qty Per,No Build
Act-5068-628,0,0,0,628,0,1,50,25,1,1,
Act-5069-629,0,1,1,629,0,1,50,25,1,1,
Act-5069-629,0,2,2,629,0,1,50,25,1,1,
Act-5069-629,0,3,3,629,0,1,50,25,1,1,
Act-5069-629,0,0,0,629,0,1,50,25,1,1,
Act-5070-630,0,1,1,630,0,1,50,25,1,1,
Act-5070-630,0,2,2,630,0,1,50,25,1,1,
Act-5070-630,0,3,3,630,0,1,50,25,1,1,
Act-5070-630,0,0,0,630,0,1,50,25,1,1,
Act-5071-631,0,1,1,631,0,1,50,25,1,1,
Act-5071-631,0,2,2,631,0,1,50,25,1,1,
Act-5071-631,0,3,3,631,0,1,50,25,1,1,
Act-5071-631,0,0,0,631,0,1,50,25,1,1,
Act-5072-632,0,1,1,632,0,1,50,25,1,1,
Act-5072-632,0,2,2,632,0,1,50,25,1,1,
Act-5072-632,0,3,3,632,0,1,50,25,1,1,
Act-5072-632,0,0,0,632,0,1,50,25,1,1,
Act-5073-633,0,1,1,633,0,1,50,25,1,1,
Act-5073-633,0,2,2,633,0,1,50,25,1,1,
Act-5073-633,0,3,3,633,0,1,50,25,1,1,
Act-5073-633,0,0,0,633,0,1,50,25,1,1,
Act-5074-634,0,1,1,634,0,1,50,25,1,1,
Act-5074-634,0,2,2,634,0,1,50,25,1,1,
Act-5074-634,0,3,3,634,0,1,50,25,1,1,
Act-5074-634,0,0,0,634,0,1,50,25,1,1,
Act-5075-635,0,1,1,635,0,1,50,25,1,1,
Act-5075-635,0,2,2,635,0,1,50,25,1,1,
Act-5075-635,0,3,3,635,0,1,50,25,1,1,
Act-5075-635,0,0,0,635,0,1,50,25,1,1,
Act-5076-636,0,1,1,636,0,1,50,25,1,1,
Act-5076-636,0,2,2,636,0,1,50,25,1,1,
Act-5076-636,0,3,3,636,0,1,50,25,1,1,
Act-5076-636,0,0,0,636,0,1,50,25,1,1,
Act-5077-637,0,1,1,637,0,1,50,25,1,1,
Act-5077-637,0,2,2,637,0,1,50,25,1,1,
Act-5077-637,0,3,3,637,0,1,50,25,1,1,
Act-5077-637,0,0,0,637,0,1,50,25,1,1,
Act-5078-638,0,1,1,638,0,1,50,25,1,1,
Act-5078-638,0,2,2,638,0,1,50,25,1,1,
Act-5078-638,0,3,3,638,0,1,50,25,1,1,
Act-5078-638,0,0,0,638,0,1,50,25,1,1,
Act-5079-639,0,1,1,639,0,1,50,25,1,1,
Act-5079-639,0,2,2,639,0,1,50,25,1,1,
Act-5079-639,0,3,3,639,0,1,50,25,1,1,
Act-5079-639,0,0,0,639,0,1,50,25,1,1,
Act-5000-640,0,1,1,640,0,1,50,25,1,1,
Act-5000-640,0,2,2,640,0,1,50,25,1,1,
Act-5000-640,0,3,3,640,0,1,50,25,1,1,
Act-5000-640,0,0,0,640,0,1,50,25,1,1,
Act-5001-641,0,1,1,641,0,1,50,25,1,1,
Act-5001-641,0,2,2,641,0,1,50,25,1,1,
Act-5001-641,0,3,3,641,0,1,50,25,1,1,
Act-5001-641,0,0,0,641,0,1,50,25,1,1,
Act-5002-642,0,1,1,642,0,1,50,25,1,1,
Act-5002-642,0,2,2,642,0,1,50,25,1,1,
Act-5002-642,0,3,3,642,0,1,50,25,1,1,
Act-5002-642,0,0,0,642,0,1,50,25,1,1,
Act-5003-643,0,1,1,643,0,1,50,25,1,1,
Act-5003-643,0,2,2,643,0,1,50,25,1,1,
Act-5003-643,0,3,3,643,0,1,50,25,1,1,
Act-5003-643,0,0,0,643,0,1,50,25,1,1,
Act-5004-644,0,1,1,644,0,1,50,25,1,1,
Act-5004-644,0,2,2,644,0,1,50,25,1,1,
Act-5004-644,0,3,3,644,0,1,50,25,1,1,
Act-5004-644,0,0,0,644,0,1,50,25,1,1,
Act-5005-645,0,1,1,645,0,1,50,25,1,1,
Act-5005-645,0,2,2,645,0,1,50,25,1,1,
Act-5005-645,0,3,3,645,0,1,50,25,1,1,
Act-5005-645,0,0,0,645,0,1,50,25,1,1,
Act-5006-646,0,1,1,646,0,1,50,25,1,1,
Act-5006-646,0,2,2,646,0,1,50,25,1,1,
Act-5006-646,0,3,3,646,0,1,50,25,1,1,
Act-5006-646,0,0,0,646,0,1,50,25,1,1,
Act-5007-647,0,1,1,647,0,1,50,25,1,1,
Act-5007-647,0,2,2,647,0,1,50,25,1,1,
Act-5007-647,0,3,3,647,0,1,50,25,1,1,
Act-5007-647,0,0,0,647,0,1,50,25,1,1,
Act-5008-648,0,1,1,648,0,1,50,25,1,1,
Act-5008-648,0,2,2,648,0,1,50,25,1,1,
Act-5008-648,0,3,3,648,0,1,50,25,1,1,
Act-5008-648,0,0,0,648,0,1,50,25,1,1,
Act-5009-649,0,1,1,649,0,1,50,25,1,1,
Act-5009-649,0,2,2,649,0,1,50,25,1,1,
Act-5009-649,0,3,3,649,0,1,50,25,1,1,
Act-5009-649,0,0,0,649,0,1,50,25,1,1,
Act-5010-650,0,1,1,650,0,1,50,25,1,1,
Act-5010-650,0,2,2,650,0,1,50,25,1,1,
Act-5010-650,0,3,3,650,0,1,50,25,1,1,
Act-5010-650,0,0,0,650,0,1,50,25,1,1,
Act-5011-651,0,1,1,651,0,1,50,25,1,1,
Act-5011-651,0,2,2,651,0,1,50,25,1,1,
Act-5011-651,0,3,3,651,0,1,50,25,1,1,
Act-5011-651,0,0,0,651,0,1,50,25,1,1,
Act-5012-652,0,1,1,652,0,1,50,25,1,1,
Act-5012-652,0,2,2,652,0,1,50,25,1,1,
Act-5012-652,0,3,3,652,0,1,50,25,1,1,
Act-5012-652,0,0,0,652,0,1,50,25,1,1,
Act-5013-653,0,1,1,653,0,1,50,25,1,1,
Act-5013-653,0,2,2,653,0,1,50,25,1,1,
Act-5013-653,0,3,3,653,0,1,50,25,1,1,
Act-5013-653,0,0,0,653,0,1,50,25,1,1,
Act-5014-654,0,1,1,654,0,1,50,25,1,1,
Act-5014-654,0,2,2,654,0,1,50,25,1,1,
Act-5014-654,0,3,3,654,0,1,50,25,1,1,
Act-5014-654,0,0,0,654,0,1,50,25,1,1,
Act-5015-655,0,1,1,655,0,1,50,25,1,1,
Act-5015-655,0,2,2,655,0,1,50,25,1,1,
Act-5015-655,0,3,3,655,0,1,50,25,1,1,
Act-5015-655,0,0,0,655,0,1,50,25,1,1,
Act-5016-656,0,1,1,656,0,1,50,25,1,1,
Act-5016-656,0,2,2,656,0,1,50,25,1,1,
Act-5016-656,0,3,3,656,0,1,50,25,1,1,
Act-5016-656,0,0,0,656,0,1,50,25,1,1,
Act-5017-657,0,1,1,657,0,1,50,25,1,1,
Act-5017-657,0,2,2,657,0,1,50,25,1,1,
Act-5017-657,0,3,3,657,0,1,50,25,1,1,
Act-5017-657,0,0,0,657,0,1,50,25,1,1,
Act-5018-658,0,1,1,658,0,1,50,25,1,1,
Act-5018-658,0,2,2,658,0,1,50,25,1,1,
Act-5018-658,0,3,3,658,0,1,50,25,1,1,
Act-5018-658,0,0,0,658,0,1,50,25,1,1,
Act-5019-659,0,1,1,659,0,1,50,25,1,1,
Act-5019-659,0,2,2,659,0,1,50,25,1,1,
Act-5019-659,0,3,3,659,0,1,50,25,1,1,
Act-5019-659,0,0,0,659,0,1,50,25,1,1,
Act-5020-660,0,1,1,660,0,1,50,25,1,1,
Act-5020-660,0,2,2,660,0,1,50,25,1,1,
Act-5020-660,0,3,3,660,0,1,50,25,1,1,
Act-5020-660,0,0,0,660,0,1,50,25,1,1,
Act-5021-661,0,1,1,661,0,1,50,25,1,1,
Act-5021-661,0,2,2,661,0,1,50,25,1,1,
Act-5021-661,0,3,3,661,0,1,50,25,1,1,
Act-5021-661,0,0,0,661,0,1,50,25,1,1,
Act-5022-662,0,1,1,662,0,1,50,25,1,1,
Act-5022-662,0,2,2,662,0,1,50,25,1,1,
Act-5022-662,0,3,3,662,0,1,50,25,1,1,
Act-5022-662,0,0,0,662,0,1,50,25,1,1,
Act-5023-663,0,1,1,663,0,1,50,25,1,1,
Act-5023-663,0,2,2,663,0,1,50,25,1,1,
Act-5023-663,0,3,3,663,0,1,50,25,1,1,
Act-5023-663,0,0,0,663,0,1,50,25,1,1,
Act-5024-664,0,1,1,664,0,1,50,25,1,1,
Act-5024-664,0,2,2,664,0,1,50,25,1,1,
Act-5024-664,0,3,3,664,0,1,50,25,1,1,
Act-5024-664,0,0,0,664,0,1,50,25,1,1,
Act-5025-665,0,1,1,665,0,1,50,25,1,1,
Act-5025-665,0,2,2,665,0,1,50,25,1,1,
Act-5025-665,0,3,3,665,0,1,50,25,1,1,
Act-5025-665,0,0,0,665,0,1,50,25,1,1,
Act-5026-666,0,1,1,666,0,1,50,25,1,1,
Act-5026-666,0,2,2,666,0,1,50,25,1,1,
Act-5026-666,0,3,3,666,0,1,50,25,1,1,
Act-5026-666,0,0,0,666,0,1,50,25,1,1,
Act-5027-667,0,1,1,667,0,1,50,25,1,1,
Act-5027-667,0,2,2,667,0,1,50,25,1,1,
Act-5027-667,0,3,3,667,0,1,50,25,1,1,
Act-5027-667,0,0,0,667,0,1,50,25,1,1,
Act-5028-668,0,1,1,668,0,1,50,25,1,1,
Act-5028-668,0,2,2,668,0,1,50,25,1,1,
Act-5028-668,0,3,3,668,0,1,50,25,1,1,
Act-5028-668,0,0,0,668,0,1,50,25,1,1,
Act-5029-669,0,1,1,669,0,1,50,25,1,1,
Act-5029-669,0,2,2,669,0,1,50,25,1,1,
Act-5029-669,0,3,3,669,0,1,50,25,1,1,
Act-5029-669,0,0,0,669,0,1,50,25,1,1,
Act-5030-670,0,1,1,670,0,1,50,25,1,1,
Act-5030-670,0,2,2,670,0,1,50,25,1,1,
Act-5030-670,0,3,3,670,0,1,50,25,1,1,
Act-5030-670,0,0,0,670,0,1,50,25,1,1,
Act-5031-671,0,1,1,671,0,1,50,25,1,1,
Act-5031-671,0,2,2,671,0,1,50,25,1,1,
Act-5031-671,0,3,3,671,0,1,50,25,1,1,
Act-5031-671,0,0,0,671,0,1,50,25,1,1,
Act-5032-672,0,1,1,672,0,1,50,25,1,1,
Act-5032-672,0,2,2,672,0,1,50,25,1,1,
Act-5032-672,0,3,3,672,0,1,50,25,1,1,
Act-5032-672,0,0,0,672,0,1,50,25,1,1,
Act-5033-673,0,1,1,673,0,1,50,25,1,1,
Act-5033-673,0,2,2,673,0,1,50,25,1,1,
Act-5033-673,0,3,3,673,0,1,50,25,1,1,
Act-5033-673,0,0,0,673,0,1,50,25,1,1,
Act-5034-674,0,1,1,674,0,1,50,25,1,1,
Act-5034-674,0,2,2,674,0,1,50,25,1,1,
Act-5034-674,0,3,3,674,0,1,50,25,1,1,
Act-5034-674,0,0,0,674,0,1,50,25,1,1,
Act-5035-675,0,1,1,675,0,1,50,25,1,1,
Act-5035-675,0,2,2,675,0,1,50,25,1,1,
Act-5035-675,0,3,3,675,0,1,50,25,1,1,
Act-5035-675,0,0,0,675,0,1,50,25,1,1,
Act-5036-676,0,1,1,676,0,1,50,25,1,1,
Act-5036-676,0,2,2,676,0,1,50,25,1,1,
Act-5036-676,0,3,3,676,0,1,50,25,1,1,
Act-5036-676,0,0,0,676,0,1,50,25,1,1,
Act-5037-677,0,1,1,677,0,1,50,25,1,1,
Act-5037-677,0,2,2,677,0,1,50,25,1,1,
Act-5037-677,0,3,3,677,0,1,50,25,1,1,
Act-5037-677,0,0,0,677,0,1,50,25,1,1,
Act-5038-678,0,1,1,678,0,1,50,25,1,1,
Act-5038-678,0,2,2,678,0,1,50,25,1,1,
Act-5038-678,0,3,3,678,0,1,50,25,1,1,
Act-5038-678,0,0,0,678,0,1,50,25,1,1,
Act-5039-679,0,1,1,679,0,1,50,25,1,1,
Act-5039-679,0,2,2,679,0,1,50,25,1,1,
Act-5039-679,0,3,3,679,0,1,50,25,1,1,
Act-5039-679,0,0,0,679,0,1,50,25,1,1,
Act-5040-680,0,1,1,680,0,1,50,25,1,1,
Act-5040-680,0,2,2,680,0,1,50,25,1,1,
Act-5040-680,0,3,3,680,0,1,50,25,1,1,
Act-5040-680,0,0,0,680,0,1,50,25,1,1,
Act-5041-681,0,1,1,681,0,1,50,25,1,1,
Act-5041-681,0,2,2,681,0,1,50,25,1,1,
Act-5041-681,0,3,3,681,0,1,50,25,1,1,
Act-5041-681,0,0,0,681,0,1,50,25,1,1,
Act-5042-682,0,1,1,682,0,1,50,25,1,1,
Act-5042-682,0,2,2,682,0,1,50,25,1,1,
Act-5042-682,0,3,3,682,0,1,50,25,1,1,
Act-5042-682,0,0,0,682,0,1,50,25,1,1,
Act-5043-683,0,1,1,683,0,1,50,25,1,1,
Act-5043-683,0,2,2,683,0,1,50,25,1,1,
Act-5043-683,0,3,3,683,0,1,50,25,1,1,
Act-5043-683,0,0,0,683,0,1,50,25,1,1,
Act-5044-684,0,1,1,684,0,1,50,25,1,1,
Act-5044-684,0,2,2,684,0,1,50,25,1,1,
Act-5044-684,0,3,3,684,0,1,50,25,1,1,
Act-5044-684,0,0,0,684,0,1,50,25,1,1,
Act-5045-685,0,1,1,685,0,1,50,25,1,1,
Act-5045-685,0,2,2,685,0,1,50,25,1,1,
Act-5045-685,0,3,3,685,0,1,50,25,1,1,
Act-5045-685,0,0,0,685,0,1,50,25,1,1,
Act-5046-686,0,1,1,686,0,1,50,25,1,1,
Act-5046-686,0,2,2,686,0,1,50,25,1,1,
Act-5046-686,0,3,3,686,0,1,50,25,1,1,
Act-5046-686,0,0,0,686,0,1,50,25,1,1,
Act-5047-687,0,1,1,687,0,1,50,25,1,1,
Act-5047-687,0,2,2,687,0,1,50,25,1,1,
Act-5047-687,0,3,3,687,0,1,50,25,1,1,
Act-5047-687,0,0,0,687,0,1,50,25,1,1,
Act-5048-688,0,1,1,688,0,1,50,25,1,1,
Act-5048-688,0,2,2,688,0,1,50,25,1,1,
Act-5048-688,0,3,3,688,0,1,50,25,1,1,
Act-5048-688,0,0,0,688,0,1,50,25,1,1,
Act-5049-689,0,1,1,689,0,1,50,25,1,1,
Act-5049-689,0,2,2,689,0,1,50,25,1,1,
Act-5049-689,0,3,3,689,0,1,50,25,1,1,
Act-5049-689,0,0,0,689,0,1,50,25,1,1,
Act-5050-690,0,1,1,690,0,1,50,25,1,1,
Act-5050-690,0,2,2,690,0,1,50,25,1,1,
Act-5050-690,0,3,3,690,0,1,50,25,1,1,
Act-5050-690,0,0,0,690,0,1,50,25,1,1,
Act-5051-691,0,1,1,691,0,1,50,25,1,1,
Act-5051-691,0,2,2,691,0,1,50,25,1,1,
Act-5051-691,0,3,3,691,0,1,50,25,1,1,
Act-5051-691,0,0,0,691,0,1,50,25,1,1,
Act-5052-692,0,1,1,692,0,1,50,25,1,1,
Act-5052-692,0,2,2,692,0,1,50,25,1,1,
Act-5052-692,0,3,3,692,0,1,50,25,1,1,
Act-5052-692,0,0,0,692,0,1,50,25,1,1,
Act-5053-693,0,1,1,693,0,1,50,25,1,1,
Act-5053-693,0,2,2,693,0,1,50,25,1,1,
Act-5053-693,0,3,3,693,0,1,50,25,1,1,
Act-5053-693,0,0,0,693,0,1,50,25,1,1,
Act-5054-694,0,1,1,694,0,1,50,25,1,1,
Act-5054-694,0,2,2,694,0,1,50,25,1,1,
Act-5054-694,0,3,3,694,0,1,50,25,1,1,
Act-5054-694,0,0,0,694,0,1,50,25,1,1,
Act-5055-695,0,1,1,695,0,1,50,25,1,1,
Act-5055-695,0,2,2,695,0,1,50,25,1,1,
Act-5055-695,0,3,3,695,0,1,50,25,1,1,
Act-5055-695,0,0,0,695,0,1,50,25,1,1,
Act-5056-696,0,1,1,696,0,1,50,25,1,1,
Act-5056-696,0,2,2,696,0,1,50,25,1,1,
Act-5056-696,0,3,3,696,0,1,50,25,1,1,
Act-5056-696,0,0,0,696,0,1,50,25,1,1,
Act-5057-697,0,1,1,697,0,1,50,25,1,1,
Act-5057-697,0,2,2,697,0,1,50,25,1,1,
Act-5057-697,0,3,3,697,0,1,50,25,1,1,
Act-5057-697,0,0,0,697,0,1,50,25,1,1,
Act-5058-698,0,1,1,698,0,1,50,25,1,1,
Act-5058-698,0,2,2,698,0,1,50,25,1,1,
Act-5058-698,0,3,3,698,0,1,50,25,1,1,
Act-5058-698,0,0,0,698,0,1,50,25,1,1,
Act-5059-699,0,1,1,699,0,1,50,25,1,1,
Act-5059-699,0,2,2,699,0,1,50,25,1,1,
Act-5059-699,0,3,3,699,0,1,50,25,1,1,
Act-5059-699,0,0,0,699,0,1,50,25,1,1,
Act-5060-700,0,1,1,700,0,1,50,25,1,1,
Act-5060-700,0,2,2,700,0,1,50,25,1,1,
Act-5060-700,0,3,3,700,0,1,50,25,1,1,
Act-5060-700,0,0,0,700,0,1,50,25,1,1,
Act-5061-701,0,1,1,701,0,1,50,25,1,1,
Act-5061-701,0,2,2,701,0,1,50,25,1,1,
Act-5061-701,0,3,3,701,0,1,50,25,1,1,
Act-5061-701,0,0,0,701,0,1,50,25,1,1,
Act-5062-702,0,1,1,702,0,1,50,25,1,1,
Act-5062-702,0,2,2,702,0,1,50,25,1,1,
Act-5062-702,0,3,3,702,0,1,50,25,1,1,
Act-5062-702,0,0,0,702,0,1,50,25,1,1,
Act-5063-703,0,1,1,703,0,1,50,25,1,1,
Act-5063-703,0,2,2,703,0,1,50,25,1,1,
Act-5063-703,0,3,3,703,0,1,50,25,1,1,
Act-5063-703,0,0,0,703,0,1,50,25,1,1,
Act-5064-704,0,1,1,704,0,1,50,25,1,1,
Act-5064-704,0,2,2,704,0,1,50,25,1,1,
Act-5064-704,0,3,3,704,0,1,50,25,1,1,
Act-5064-704,0,0,0,704,0,1,50,25,1,1,
Act-5065-705,0,1,1,705,0,1,50,25,1,1,
Act-5065-705,0,2,2,705,0,1,50,25,1,1,
Act-5065-705,0,3,3,705,0,1,50,25,1,1,
Act-5065-705,0,0,0,705,0,1,50,25,1,1,
Act-5066-706,0,1,1,706,0,1,50,25,1,1,
Act-5066-706,0,2,2,706,0,1,50,25,1,1,
Act-5066-706,0,3,3,706,0,1,50,25,1,1,
Act-5066-706,0,0,0,706,0,1,50,25,1,1,
Act-5067-707,0,1,1,707,0,1,50,25,1,1,
Act-5067-707,0,2,2,707,0,1,50,25,1,1,
Act-5067-707,0,3,3,707,0,1,50,25,1,1,
Act-5067-707,0,0,0,707,0,1,50,25,1,1,
Act-5068-708,0,1,1,708,0,1,50,25,1,1,
Act-5068-708,0,2,2,708,0,1,50,25,1,1,
Act-5068-708,0,3,3,708,0,1,50,25,1,1,
Act-5068-708,0,0,0,708,0,1,50,25,1,1,
Act-5069-709,0,1,1,709,0,1,50,25,1,1,
Act-5069-709,0,2,2,709,0,1,50,25,1,1,
Act-5069-709,0,3,3,709,0,1,50,25,1,1,
Act-5069-709,0,0,0,709,0,1,50,25,1,1,
Act-5070-710,0,1,1,710,0,1,50,25,1,1,
Act-5070-710,0,2,2,710,0,1,50,25,1,1,
Act-5070-710,0,3,3,710,0,1,50,25,1,1,
Act-5070-710,0,0,0,710,0,1,50,25,1,1,
Act-5071-711,0,1,1,711,0,1,50,25,1,1,
Act-5071-711,0,2,2,711,0,1,50,25,1,1,
Act-5071-711,0,3,3,711,0,1,50,25,1,1,
Act-5071-711,0,0,0,711,0,1,50,25,1,1,
Act-5072-712,0,1,1,712,0,1,50,25,1,1,
Act-5072-712,0,2,2,712,0,1,50,25,1,1,
Act-5072-712,0,3,3,712,0,1,50,25,1,1,
Act-5072-712,0,0,0,712,0,1,50,25,1,1,
Act-5073-713,0,1,1,713,0,1,50,25,1,1,
Act-5073-713,0,2,2,713,0,1,50,25,1,1,
Act-5073-713,0,3,3,713,0,1,50,25,1,1,
Act-5073-713,0,0,0,713,0,1,50,25,1,1,
Act-5074-714,0,1,1,714,0,1,50,25,1,1,
Act-5074-714,0,2,2,714,0,1,50,25,1,1,
Act-5074-714,0,3,3,714,0,1,50,25,1,1,
Act-5074-714,0,0,0,714,0,1,50,25,1,1,
Act-5075-715,0,1,1,715,0,1,50,25,1,1,
Act-5075-715,0,2,2,715,0,1,50,25,1,1,
Act-5075-715,0,3,3,715,0,1,50,25,1,1,
Act-5075-715,0,0,0,715,0,1,50,25,1,1,
Act-5076-716,0,1,1,716,0,1,50,25,1,1,
Act-5076-716,0,2,2,716,0,1,50,25,1,1,
Act-5076-716,0,3,3,716,0,1,50,25,1,1,
Act-5076-716,0,0,0,716,0,1,50,25,1,1,
Act-5077-717,0,1,1,717,0,1,50,25,1,1,
Act-5077-717,0,2,2,717,0,1,50,25,1,1,
Act-5077-717,0,3,3,717,0,1,50,25,1,1,
Act-5077-717,0,0,0,717,0,1,50,25,1,1,
Act-5078-718,0,1,1,718,0,1,50,25,1,1,
Act-5078-718,0,2,2,718,0,1,50,25,1,1,
Act-5078-718,0,3,3,718,0,1,50,25,1,1,
Act-5078-718,0,0,0,718,0,1,50,25,1,1,
Act-5079-719,0,1,1,719,0,1,50,25,1,1,
Act-5079-719,0,2,2,719,0,1,50,25,1,1,
Act-5079-719,0,3,3,719,0,1,50,25,1,1,
Act-5079-719,0,0,0,719,0,1,50,25,1,1,
Act-5000-720,0,1,1,720,0,1,50,25,1,1,
Act-5000-720,0,2,2,720,0,1,50,25,1,1,
Act-5000-720,0,3,3,720,0,1,50,25,1,1,
Act-5000-720,0,0,0,720,0,1,50,25,1,1,
Act-5001-721,0,1,1,721,0,1,50,25,1,1,
Act-5001-721,0,2,2,721,0,1,50,25,1,1,
Act-5001-721,0,3,3,721,0,1,50,25,1,1,
Act-5001-721,0,0,0,721,0,1,50,25,1,1,
Act-5002-722,0,1,1,722,0,1,50,25,1,1,
Act-5002-722,0,2,2,722,0,1,50,25,1,1,
Act-5002-722,0,3,3,722,0,1,50,25,1,1,
Act-5002-722,0,0,0,722,0,1,50,25,1,1,
Act-5003-723,0,1,1,723,0,1,50,25,1,1,
Act-5003-723,0,2,2,723,0,1,50,25,1,1,
Act-5003-723,0,3,3,723,0,1,50,25,1,1,
Act-5003-723,0,0,0,723,0,1,50,25,1,1,
Act-5004-724,0,1,1,724,0,1,50,25,1,1,
Act-5004-724,0,2,2,724,0,1,50,25,1,1,
Act-5004-724,0,3,3,724,0,1,50,25,1,1,
Act-5004-724,0,0,0,724,0,1,50,25,1,1,
Act-5005-725,0,1,1,725,0,1,50,25,1,1,
Act-5005-725,0,2,2,725,0,1,50,25,1,1,
Act-5005-725,0,3,3,725,0,1,50,25,1,1,
Act-5005-725,0,0,0,725,0,1,50,25,1,1,
Act-5006-726,0,1,1,726,0,1,50,25,1,1,
Act-5006-726,0,2,2,726,0,1,50,25,1,1,
Act-5006-726,0,3,3,726,0,1,50,25,1,1,
Act-5006-726,0,0,0,726,0,1,50,25,1,1,
Act-5007-727,0,1,1,727,0,1,50,25,1,1,
Act-5007-727,0,2,2,727,0,1,50,25,1,1,
Act-5007-727,0,3,3,727,0,1,50,25,1,1,
Act-5007-727,0,0,0,727,0,1,50,25,1,1,
Act-5008-728,0,1,1,728,0,1,50,25,1,1,
Act-5008-728,0,2,2,728,0,1,50,25,1,1,
Act-5008-728,0,3,3,728,0,1,50,25,1,1,
Act-5008-728,0,0,0,728,0,1,50,25,1,1,
Act-5009-729,0,1,1,729,0,1,50,25,1,1,
Act-5009-729,0,2,2,729,0,1,50,25,1,1,
Act-5009-729,0,3,3,729,0,1,50,25,1,1,
Act-5009-729,0,0,0,729,0,1,50,25,1,1,
Act-5010-730,0,1,1,730,0,1,50,25,1,1,
Act-5010-730,0,2,2,730,0,1,50,25,1,1,
Act-5010-730,0,3,3,730,0,1,50,25,1,1,
Act-5010-730,0,0,0,730,0,1,50,25,1,1,
Act-5011-731,0,1,1,731,0,1,50,25,1,1,
Act-5011-731,0,2,2,731,0,1,50,25,1,1,
Act-5011-731,0,3,3,731,0,1,50,25,1,1,
Act-5011-731,0,0,0,731,0,1,50,25,1,1,
Act-5012-732,0,1,1,732,0,1,50,25,1,1,
Act-5012-732,0,2,2,732,0,1,50,25,1,1,
Act-5012-732,0,3,3,732,0,1,50,25,1,1,
Act-5012-732,0,0,0,732,0,1,50,25,1,1,
Act-5013-733,0,1,1,733,0,1,50,25,1,1,
Act-5013-733,0,2,2,733,0,1,50,25,1,1,
Act-5013-733,0,3,3,733,0,1,50,25,1,1,
Act-5013-733,0,0,0,733,0,1,50,25,1,1,
Act-5014-734,0,1,1,734,0,1,50,25,1,1,
Act-5014-734,0,2,2,734,0,1,50,25,1,1,
Act-5014-734,0,3,3,734,0,1,50,25,1,1,
Act-5014-734,0,0,0,734,0,1,50,25,1,1,
Act-5015-735,0,1,1,735,0,1,50,25,1,1,
Act-5015-735,0,2,2,735,0,1,50,25,1,1,
Act-5015-735,0,3,3,735,0,1,50,25,1,1,
Act-5015-735,0,0,0,735,0,1,50,25,1,1,
Act-5016-736,0,1,1,736,0,1,50,25,1,1,
Act-5016-736,0,2,2,736,0,1,50,25,1,1,
Act-5016-736,0,3,3,736,0,1,50,25,1,1,
Act-5016-736,0,0,0,736,0,1,50,25,1,1,
Act-5017-737,0,1,1,737,0,1,50,25,1,1,
Act-5017-737,0,2,2,737,0,1,50,25,1,1,
Act-5017-737,0,3,3,737,0,1,50,25,1,1,
Act-5017-737,0,0,0,737,0,1,50,25,1,1,
Act-5018-738,0,1,1,738,0,1,50,25,1,1,
Act-5018-738,0,2,2,738,0,1,50,25,1,1,
Act-5018-738,0,3,3,738,0,1,50,25,1,1,
Act-5018-738,0,0,0,738,0,1,50,25,1,1,
Act-5019-739,0,1,1,739,0,1,50,25,1,1,
Act-5019-739,0,2,2,739,0,1,50,25,1,1,
Act-5019-739,0,3,3,739,0,1,50,25,1,1,
Act-5019-739,0,0,0,739,0,1,50,25,1,1,
Act-5020-740,0,1,1,740,0,1,50,25,1,1,
Act-5020-740,0,2,2,740,0,1,50,25,1,1,
Act-5020-740,0,3,3,740,0,1,50,25,1,1,
Act-5020-740,0,0,0,740,0,1,50,25,1,1,
Act-5021-741,0,1,1,741,0,1,50,25,1,1,
Act-5021-741,0,2,2,741,0,1,50,25,1,1,
Act-5021-741,0,3,3,741,0,1,50,25,1,1,
Act-5021-741,0,0,0,741,0,1,50,25,1,1,
Act-5022-742,0,1,1,742,0,1,50,25,1,1,
Act-5022-742,0,2,2,742,0,1,50,25,1,1,
Act-5022-742,0,3,3,742,0,1,50,25,1,1,
Act-5022-742,0,0,0,742,0,1,50,25,1,1,
Act-5023-743,0,1,1,743,0,1,50,25,1,1,
Act-5023-743,0,2,2,743,0,1,50,25,1,1,
Act-5023-743,0,3,3,743,0,1,50,25,1,1,
Act-5023-743,0,0,0,743,0,1,50,25,1,1,
Act-5024-744,0,1,1,744,0,1,50,25,1,1,
Act-5024-744,0,2,2,744,0,1,50,25,1,1,
Act-5024-744,0,3,3,744,0,1,50,25,1,1,
Act-5024-744,0,0,0,744,0,1,50,25,1,1,
Act-5025-745,0,1,1,745,0,1,50,25,1,1,
Act-5025-745,0,2,2,745,0,1,50,25,1,1,
Act-5025-745,0,3,3,745,0,1,50,25,1,1,
Act-5025-745,0,0,0,745,0,1,50,25,1,1,
Act-5026-746,0,1,1,746,0,1,50,25,1,1,
Act-5026-746,0,2,2,746,0,1,50,25,1,1,
Act-5026-746,0,3,3,746,0,1,50,25,1,1,
Act-5026-746,0,0,0,746,0,1,50,25,1,1,
Act-5027-747,0,1,1,747,0,1,50,25,1,1,
Act-5027-747,0,2,2,747,0,1,50,25,1,1,
Act-5027-747,0,3,3,747,0,1,50,25,1,1,
Act-5027-747,0,0,0,747,0,1,50,25,1,1,
Act-5028-748,0,1,1,748,0,1,50,25,1,1,
