Activity.[ActivityKey],Transport.[TransportKey],Product.[ProductKey],Resource.[ResourceKey],Location.[LocationKey],Version.[VersionKey],Capacity Category,Capacity Consumption Graph Association,Capacity Consumption Qty Per,Capacity Graph Priority
Act-5037-517,0,1,Res-5037-I,5037,0,I,1,1,1
Act-5037-517,0,1,Res-5037-517,517,0,,1,1,1
Act-5037-517,0,1,Res-517-O,517,0,O,1,1,1
Act-5037-517,0,2,Res-5037,5037,0,I,1,1,1
Act-5037-517,0,2,Res-5037-I,5037,0,I,1,1,1
Act-5037-517,0,2,Res-5037-517,517,0,,1,1,1
Act-5037-517,0,2,Res-517-O,517,0,O,1,1,1
Act-5037-517,0,3,Res-5037,5037,0,I,1,1,1
Act-5037-517,0,3,Res-5037-I,5037,0,I,1,1,1
Act-5037-517,0,3,Res-5037-517,517,0,,1,1,1
Act-5037-517,0,3,Res-517-O,517,0,O,1,1,1
Act-5037-517,0,0,Res-5037,5037,0,I,1,1,1
Act-5037-517,0,0,Res-5037-I,5037,0,I,1,1,1
Act-5037-517,0,0,Res-5037-517,517,0,,1,1,1
Act-5037-517,0,0,Res-517-O,517,0,O,1,1,1
Act-5038-518,0,1,Res-5038,5038,0,I,1,1,1
Act-5038-518,0,1,Res-5038-I,5038,0,I,1,1,1
Act-5038-518,0,1,Res-5038-518,518,0,,1,1,1
Act-5038-518,0,1,Res-518-O,518,0,O,1,1,1
Act-5038-518,0,2,Res-5038,5038,0,I,1,1,1
Act-5038-518,0,2,Res-5038-I,5038,0,I,1,1,1
Act-5038-518,0,2,Res-5038-518,518,0,,1,1,1
Act-5038-518,0,2,Res-518-O,518,0,O,1,1,1
Act-5038-518,0,3,Res-5038,5038,0,I,1,1,1
Act-5038-518,0,3,Res-5038-I,5038,0,I,1,1,1
Act-5038-518,0,3,Res-5038-518,518,0,,1,1,1
Act-5038-518,0,3,Res-518-O,518,0,O,1,1,1
Act-5038-518,0,0,Res-5038,5038,0,I,1,1,1
Act-5038-518,0,0,Res-5038-I,5038,0,I,1,1,1
Act-5038-518,0,0,Res-5038-518,518,0,,1,1,1
Act-5038-518,0,0,Res-518-O,518,0,O,1,1,1
Act-5039-519,0,1,Res-5039,5039,0,I,1,1,1
Act-5039-519,0,1,Res-5039-I,5039,0,I,1,1,1
Act-5039-519,0,1,Res-5039-519,519,0,,1,1,1
Act-5039-519,0,1,Res-519-O,519,0,O,1,1,1
Act-5039-519,0,2,Res-5039,5039,0,I,1,1,1
Act-5039-519,0,2,Res-5039-I,5039,0,I,1,1,1
Act-5039-519,0,2,Res-5039-519,519,0,,1,1,1
Act-5039-519,0,2,Res-519-O,519,0,O,1,1,1
Act-5039-519,0,3,Res-5039,5039,0,I,1,1,1
Act-5039-519,0,3,Res-5039-I,5039,0,I,1,1,1
Act-5039-519,0,3,Res-5039-519,519,0,,1,1,1
Act-5039-519,0,3,Res-519-O,519,0,O,1,1,1
Act-5039-519,0,0,Res-5039,5039,0,I,1,1,1
Act-5039-519,0,0,Res-5039-I,5039,0,I,1,1,1
Act-5039-519,0,0,Res-5039-519,519,0,,1,1,1
Act-5039-519,0,0,Res-519-O,519,0,O,1,1,1
Act-5040-520,0,1,Res-5040,5040,0,I,1,1,1
Act-5040-520,0,1,Res-5040-I,5040,0,I,1,1,1
Act-5040-520,0,1,Res-5040-520,520,0,,1,1,1
Act-5040-520,0,1,Res-520-O,520,0,O,1,1,1
Act-5040-520,0,2,Res-5040,5040,0,I,1,1,1
Act-5040-520,0,2,Res-5040-I,5040,0,I,1,1,1
Act-5040-520,0,2,Res-5040-520,520,0,,1,1,1
Act-5040-520,0,2,Res-520-O,520,0,O,1,1,1
Act-5040-520,0,3,Res-5040,5040,0,I,1,1,1
Act-5040-520,0,3,Res-5040-I,5040,0,I,1,1,1
Act-5040-520,0,3,Res-5040-520,520,0,,1,1,1
Act-5040-520,0,3,Res-520-O,520,0,O,1,1,1
Act-5040-520,0,0,Res-5040,5040,0,I,1,1,1
Act-5040-520,0,0,Res-5040-I,5040,0,I,1,1,1
Act-5040-520,0,0,Res-5040-520,520,0,,1,1,1
Act-5040-520,0,0,Res-520-O,520,0,O,1,1,1
Act-5041-521,0,1,Res-5041,5041,0,I,1,1,1
Act-5041-521,0,1,Res-5041-I,5041,0,I,1,1,1
Act-5041-521,0,1,Res-5041-521,521,0,,1,1,1
Act-5041-521,0,1,Res-521-O,521,0,O,1,1,1
Act-5041-521,0,2,Res-5041,5041,0,I,1,1,1
Act-5041-521,0,2,Res-5041-I,5041,0,I,1,1,1
Act-5041-521,0,2,Res-5041-521,521,0,,1,1,1
Act-5041-521,0,2,Res-521-O,521,0,O,1,1,1
Act-5041-521,0,3,Res-5041,5041,0,I,1,1,1
Act-5041-521,0,3,Res-5041-I,5041,0,I,1,1,1
Act-5041-521,0,3,Res-5041-521,521,0,,1,1,1
Act-5041-521,0,3,Res-521-O,521,0,O,1,1,1
Act-5041-521,0,0,Res-5041,5041,0,I,1,1,1
Act-5041-521,0,0,Res-5041-I,5041,0,I,1,1,1
Act-5041-521,0,0,Res-5041-521,521,0,,1,1,1
Act-5041-521,0,0,Res-521-O,521,0,O,1,1,1
Act-5042-522,0,1,Res-5042,5042,0,I,1,1,1
Act-5042-522,0,1,Res-5042-I,5042,0,I,1,1,1
Act-5042-522,0,1,Res-5042-522,522,0,,1,1,1
Act-5042-522,0,1,Res-522-O,522,0,O,1,1,1
Act-5042-522,0,2,Res-5042,5042,0,I,1,1,1
Act-5042-522,0,2,Res-5042-I,5042,0,I,1,1,1
Act-5042-522,0,2,Res-5042-522,522,0,,1,1,1
Act-5042-522,0,2,Res-522-O,522,0,O,1,1,1
Act-5042-522,0,3,Res-5042,5042,0,I,1,1,1
Act-5042-522,0,3,Res-5042-I,5042,0,I,1,1,1
Act-5042-522,0,3,Res-5042-522,522,0,,1,1,1
Act-5042-522,0,3,Res-522-O,522,0,O,1,1,1
Act-5042-522,0,0,Res-5042,5042,0,I,1,1,1
Act-5042-522,0,0,Res-5042-I,5042,0,I,1,1,1
Act-5042-522,0,0,Res-5042-522,522,0,,1,1,1
Act-5042-522,0,0,Res-522-O,522,0,O,1,1,1
Act-5043-523,0,1,Res-5043,5043,0,I,1,1,1
Act-5043-523,0,1,Res-5043-I,5043,0,I,1,1,1
Act-5043-523,0,1,Res-5043-523,523,0,,1,1,1
Act-5043-523,0,1,Res-523-O,523,0,O,1,1,1
Act-5043-523,0,2,Res-5043,5043,0,I,1,1,1
Act-5043-523,0,2,Res-5043-I,5043,0,I,1,1,1
Act-5043-523,0,2,Res-5043-523,523,0,,1,1,1
Act-5043-523,0,2,Res-523-O,523,0,O,1,1,1
Act-5043-523,0,3,Res-5043,5043,0,I,1,1,1
Act-5043-523,0,3,Res-5043-I,5043,0,I,1,1,1
Act-5043-523,0,3,Res-5043-523,523,0,,1,1,1
Act-5043-523,0,3,Res-523-O,523,0,O,1,1,1
Act-5043-523,0,0,Res-5043,5043,0,I,1,1,1
Act-5043-523,0,0,Res-5043-I,5043,0,I,1,1,1
Act-5043-523,0,0,Res-5043-523,523,0,,1,1,1
Act-5043-523,0,0,Res-523-O,523,0,O,1,1,1
Act-5044-524,0,1,Res-5044,5044,0,I,1,1,1
Act-5044-524,0,1,Res-5044-I,5044,0,I,1,1,1
Act-5044-524,0,1,Res-5044-524,524,0,,1,1,1
Act-5044-524,0,1,Res-524-O,524,0,O,1,1,1
Act-5044-524,0,2,Res-5044,5044,0,I,1,1,1
Act-5044-524,0,2,Res-5044-I,5044,0,I,1,1,1
Act-5044-524,0,2,Res-5044-524,524,0,,1,1,1
Act-5044-524,0,2,Res-524-O,524,0,O,1,1,1
Act-5044-524,0,3,Res-5044,5044,0,I,1,1,1
Act-5044-524,0,3,Res-5044-I,5044,0,I,1,1,1
Act-5044-524,0,3,Res-5044-524,524,0,,1,1,1
Act-5044-524,0,3,Res-524-O,524,0,O,1,1,1
Act-5044-524,0,0,Res-5044,5044,0,I,1,1,1
Act-5044-524,0,0,Res-5044-I,5044,0,I,1,1,1
Act-5044-524,0,0,Res-5044-524,524,0,,1,1,1
Act-5044-524,0,0,Res-524-O,524,0,O,1,1,1
Act-5045-525,0,1,Res-5045,5045,0,I,1,1,1
Act-5045-525,0,1,Res-5045-I,5045,0,I,1,1,1
Act-5045-525,0,1,Res-5045-525,525,0,,1,1,1
Act-5045-525,0,1,Res-525-O,525,0,O,1,1,1
Act-5045-525,0,2,Res-5045,5045,0,I,1,1,1
Act-5045-525,0,2,Res-5045-I,5045,0,I,1,1,1
Act-5045-525,0,2,Res-5045-525,525,0,,1,1,1
Act-5045-525,0,2,Res-525-O,525,0,O,1,1,1
Act-5045-525,0,3,Res-5045,5045,0,I,1,1,1
Act-5045-525,0,3,Res-5045-I,5045,0,I,1,1,1
Act-5045-525,0,3,Res-5045-525,525,0,,1,1,1
Act-5045-525,0,3,Res-525-O,525,0,O,1,1,1
Act-5045-525,0,0,Res-5045,5045,0,I,1,1,1
Act-5045-525,0,0,Res-5045-I,5045,0,I,1,1,1
Act-5045-525,0,0,Res-5045-525,525,0,,1,1,1
Act-5045-525,0,0,Res-525-O,525,0,O,1,1,1
Act-5046-526,0,1,Res-5046,5046,0,I,1,1,1
Act-5046-526,0,1,Res-5046-I,5046,0,I,1,1,1
Act-5046-526,0,1,Res-5046-526,526,0,,1,1,1
Act-5046-526,0,1,Res-526-O,526,0,O,1,1,1
Act-5046-526,0,2,Res-5046,5046,0,I,1,1,1
Act-5046-526,0,2,Res-5046-I,5046,0,I,1,1,1
Act-5046-526,0,2,Res-5046-526,526,0,,1,1,1
Act-5046-526,0,2,Res-526-O,526,0,O,1,1,1
Act-5046-526,0,3,Res-5046,5046,0,I,1,1,1
Act-5046-526,0,3,Res-5046-I,5046,0,I,1,1,1
Act-5046-526,0,3,Res-5046-526,526,0,,1,1,1
Act-5046-526,0,3,Res-526-O,526,0,O,1,1,1
Act-5046-526,0,0,Res-5046,5046,0,I,1,1,1
Act-5046-526,0,0,Res-5046-I,5046,0,I,1,1,1
Act-5046-526,0,0,Res-5046-526,526,0,,1,1,1
Act-5046-526,0,0,Res-526-O,526,0,O,1,1,1
Act-5047-527,0,1,Res-5047,5047,0,I,1,1,1
Act-5047-527,0,1,Res-5047-I,5047,0,I,1,1,1
Act-5047-527,0,1,Res-5047-527,527,0,,1,1,1
Act-5047-527,0,1,Res-527-O,527,0,O,1,1,1
Act-5047-527,0,2,Res-5047,5047,0,I,1,1,1
Act-5047-527,0,2,Res-5047-I,5047,0,I,1,1,1
Act-5047-527,0,2,Res-5047-527,527,0,,1,1,1
Act-5047-527,0,2,Res-527-O,527,0,O,1,1,1
Act-5047-527,0,3,Res-5047,5047,0,I,1,1,1
Act-5047-527,0,3,Res-5047-I,5047,0,I,1,1,1
Act-5047-527,0,3,Res-5047-527,527,0,,1,1,1
Act-5047-527,0,3,Res-527-O,527,0,O,1,1,1
Act-5047-527,0,0,Res-5047,5047,0,I,1,1,1
Act-5047-527,0,0,Res-5047-I,5047,0,I,1,1,1
Act-5047-527,0,0,Res-5047-527,527,0,,1,1,1
Act-5047-527,0,0,Res-527-O,527,0,O,1,1,1
Act-5048-528,0,1,Res-5048,5048,0,I,1,1,1
Act-5048-528,0,1,Res-5048-I,5048,0,I,1,1,1
Act-5048-528,0,1,Res-5048-528,528,0,,1,1,1
Act-5048-528,0,1,Res-528-O,528,0,O,1,1,1
Act-5048-528,0,2,Res-5048,5048,0,I,1,1,1
Act-5048-528,0,2,Res-5048-I,5048,0,I,1,1,1
Act-5048-528,0,2,Res-5048-528,528,0,,1,1,1
Act-5048-528,0,2,Res-528-O,528,0,O,1,1,1
Act-5048-528,0,3,Res-5048,5048,0,I,1,1,1
Act-5048-528,0,3,Res-5048-I,5048,0,I,1,1,1
Act-5048-528,0,3,Res-5048-528,528,0,,1,1,1
Act-5048-528,0,3,Res-528-O,528,0,O,1,1,1
Act-5048-528,0,0,Res-5048,5048,0,I,1,1,1
Act-5048-528,0,0,Res-5048-I,5048,0,I,1,1,1
Act-5048-528,0,0,Res-5048-528,528,0,,1,1,1
Act-5048-528,0,0,Res-528-O,528,0,O,1,1,1
Act-5049-529,0,1,Res-5049,5049,0,I,1,1,1
Act-5049-529,0,1,Res-5049-I,5049,0,I,1,1,1
Act-5049-529,0,1,Res-5049-529,529,0,,1,1,1
Act-5049-529,0,1,Res-529-O,529,0,O,1,1,1
Act-5049-529,0,2,Res-5049,5049,0,I,1,1,1
Act-5049-529,0,2,Res-5049-I,5049,0,I,1,1,1
Act-5049-529,0,2,Res-5049-529,529,0,,1,1,1
Act-5049-529,0,2,Res-529-O,529,0,O,1,1,1
Act-5049-529,0,3,Res-5049,5049,0,I,1,1,1
Act-5049-529,0,3,Res-5049-I,5049,0,I,1,1,1
Act-5049-529,0,3,Res-5049-529,529,0,,1,1,1
Act-5049-529,0,3,Res-529-O,529,0,O,1,1,1
Act-5049-529,0,0,Res-5049,5049,0,I,1,1,1
Act-5049-529,0,0,Res-5049-I,5049,0,I,1,1,1
Act-5049-529,0,0,Res-5049-529,529,0,,1,1,1
Act-5049-529,0,0,Res-529-O,529,0,O,1,1,1
Act-5050-530,0,1,Res-5050,5050,0,I,1,1,1
Act-5050-530,0,1,Res-5050-I,5050,0,I,1,1,1
Act-5050-530,0,1,Res-5050-530,530,0,,1,1,1
Act-5050-530,0,1,Res-530-O,530,0,O,1,1,1
Act-5050-530,0,2,Res-5050,5050,0,I,1,1,1
Act-5050-530,0,2,Res-5050-I,5050,0,I,1,1,1
Act-5050-530,0,2,Res-5050-530,530,0,,1,1,1
Act-5050-530,0,2,Res-530-O,530,0,O,1,1,1
Act-5050-530,0,3,Res-5050,5050,0,I,1,1,1
Act-5050-530,0,3,Res-5050-I,5050,0,I,1,1,1
Act-5050-530,0,3,Res-5050-530,530,0,,1,1,1
Act-5050-530,0,3,Res-530-O,530,0,O,1,1,1
Act-5050-530,0,0,Res-5050,5050,0,I,1,1,1
Act-5050-530,0,0,Res-5050-I,5050,0,I,1,1,1
Act-5050-530,0,0,Res-5050-530,530,0,,1,1,1
Act-5050-530,0,0,Res-530-O,530,0,O,1,1,1
Act-5051-531,0,1,Res-5051,5051,0,I,1,1,1
Act-5051-531,0,1,Res-5051-I,5051,0,I,1,1,1
Act-5051-531,0,1,Res-5051-531,531,0,,1,1,1
Act-5051-531,0,1,Res-531-O,531,0,O,1,1,1
Act-5051-531,0,2,Res-5051,5051,0,I,1,1,1
Act-5051-531,0,2,Res-5051-I,5051,0,I,1,1,1
Act-5051-531,0,2,Res-5051-531,531,0,,1,1,1
Act-5051-531,0,2,Res-531-O,531,0,O,1,1,1
Act-5051-531,0,3,Res-5051,5051,0,I,1,1,1
Act-5051-531,0,3,Res-5051-I,5051,0,I,1,1,1
Act-5051-531,0,3,Res-5051-531,531,0,,1,1,1
Act-5051-531,0,3,Res-531-O,531,0,O,1,1,1
Act-5051-531,0,0,Res-5051,5051,0,I,1,1,1
Act-5051-531,0,0,Res-5051-I,5051,0,I,1,1,1
Act-5051-531,0,0,Res-5051-531,531,0,,1,1,1
Act-5051-531,0,0,Res-531-O,531,0,O,1,1,1
Act-5052-532,0,1,Res-5052,5052,0,I,1,1,1
Act-5052-532,0,1,Res-5052-I,5052,0,I,1,1,1
Act-5052-532,0,1,Res-5052-532,532,0,,1,1,1
Act-5052-532,0,1,Res-532-O,532,0,O,1,1,1
Act-5052-532,0,2,Res-5052,5052,0,I,1,1,1
Act-5052-532,0,2,Res-5052-I,5052,0,I,1,1,1
Act-5052-532,0,2,Res-5052-532,532,0,,1,1,1
Act-5052-532,0,2,Res-532-O,532,0,O,1,1,1
Act-5052-532,0,3,Res-5052,5052,0,I,1,1,1
Act-5052-532,0,3,Res-5052-I,5052,0,I,1,1,1
Act-5052-532,0,3,Res-5052-532,532,0,,1,1,1
Act-5052-532,0,3,Res-532-O,532,0,O,1,1,1
Act-5052-532,0,0,Res-5052,5052,0,I,1,1,1
Act-5052-532,0,0,Res-5052-I,5052,0,I,1,1,1
Act-5052-532,0,0,Res-5052-532,532,0,,1,1,1
Act-5052-532,0,0,Res-532-O,532,0,O,1,1,1
Act-5053-533,0,1,Res-5053,5053,0,I,1,1,1
Act-5053-533,0,1,Res-5053-I,5053,0,I,1,1,1
Act-5053-533,0,1,Res-5053-533,533,0,,1,1,1
Act-5053-533,0,1,Res-533-O,533,0,O,1,1,1
Act-5053-533,0,2,Res-5053,5053,0,I,1,1,1
Act-5053-533,0,2,Res-5053-I,5053,0,I,1,1,1
Act-5053-533,0,2,Res-5053-533,533,0,,1,1,1
Act-5053-533,0,2,Res-533-O,533,0,O,1,1,1
Act-5053-533,0,3,Res-5053,5053,0,I,1,1,1
Act-5053-533,0,3,Res-5053-I,5053,0,I,1,1,1
Act-5053-533,0,3,Res-5053-533,533,0,,1,1,1
Act-5053-533,0,3,Res-533-O,533,0,O,1,1,1
Act-5053-533,0,0,Res-5053,5053,0,I,1,1,1
Act-5053-533,0,0,Res-5053-I,5053,0,I,1,1,1
Act-5053-533,0,0,Res-5053-533,533,0,,1,1,1
Act-5053-533,0,0,Res-533-O,533,0,O,1,1,1
Act-5054-534,0,1,Res-5054,5054,0,I,1,1,1
Act-5054-534,0,1,Res-5054-I,5054,0,I,1,1,1
Act-5054-534,0,1,Res-5054-534,534,0,,1,1,1
Act-5054-534,0,1,Res-534-O,534,0,O,1,1,1
Act-5054-534,0,2,Res-5054,5054,0,I,1,1,1
Act-5054-534,0,2,Res-5054-I,5054,0,I,1,1,1
Act-5054-534,0,2,Res-5054-534,534,0,,1,1,1
Act-5054-534,0,2,Res-534-O,534,0,O,1,1,1
Act-5054-534,0,3,Res-5054,5054,0,I,1,1,1
Act-5054-534,0,3,Res-5054-I,5054,0,I,1,1,1
Act-5054-534,0,3,Res-5054-534,534,0,,1,1,1
Act-5054-534,0,3,Res-534-O,534,0,O,1,1,1
Act-5054-534,0,0,Res-5054,5054,0,I,1,1,1
Act-5054-534,0,0,Res-5054-I,5054,0,I,1,1,1
Act-5054-534,0,0,Res-5054-534,534,0,,1,1,1
Act-5054-534,0,0,Res-534-O,534,0,O,1,1,1
Act-5055-535,0,1,Res-5055,5055,0,I,1,1,1
Act-5055-535,0,1,Res-5055-I,5055,0,I,1,1,1
Act-5055-535,0,1,Res-5055-535,535,0,,1,1,1
Act-5055-535,0,1,Res-535-O,535,0,O,1,1,1
Act-5055-535,0,2,Res-5055,5055,0,I,1,1,1
Act-5055-535,0,2,Res-5055-I,5055,0,I,1,1,1
Act-5055-535,0,2,Res-5055-535,535,0,,1,1,1
Act-5055-535,0,2,Res-535-O,535,0,O,1,1,1
Act-5055-535,0,3,Res-5055,5055,0,I,1,1,1
Act-5055-535,0,3,Res-5055-I,5055,0,I,1,1,1
Act-5055-535,0,3,Res-5055-535,535,0,,1,1,1
Act-5055-535,0,3,Res-535-O,535,0,O,1,1,1
Act-5055-535,0,0,Res-5055,5055,0,I,1,1,1
Act-5055-535,0,0,Res-5055-I,5055,0,I,1,1,1
Act-5055-535,0,0,Res-5055-535,535,0,,1,1,1
Act-5055-535,0,0,Res-535-O,535,0,O,1,1,1
Act-5056-536,0,1,Res-5056,5056,0,I,1,1,1
Act-5056-536,0,1,Res-5056-I,5056,0,I,1,1,1
Act-5056-536,0,1,Res-5056-536,536,0,,1,1,1
Act-5056-536,0,1,Res-536-O,536,0,O,1,1,1
Act-5056-536,0,2,Res-5056,5056,0,I,1,1,1
Act-5056-536,0,2,Res-5056-I,5056,0,I,1,1,1
Act-5056-536,0,2,Res-5056-536,536,0,,1,1,1
Act-5056-536,0,2,Res-536-O,536,0,O,1,1,1
Act-5056-536,0,3,Res-5056,5056,0,I,1,1,1
Act-5056-536,0,3,Res-5056-I,5056,0,I,1,1,1
Act-5056-536,0,3,Res-5056-536,536,0,,1,1,1
Act-5056-536,0,3,Res-536-O,536,0,O,1,1,1
Act-5056-536,0,0,Res-5056,5056,0,I,1,1,1
Act-5056-536,0,0,Res-5056-I,5056,0,I,1,1,1
Act-5056-536,0,0,Res-5056-536,536,0,,1,1,1
Act-5056-536,0,0,Res-536-O,536,0,O,1,1,1
Act-5057-537,0,1,Res-5057,5057,0,I,1,1,1
Act-5057-537,0,1,Res-5057-I,5057,0,I,1,1,1
Act-5057-537,0,1,Res-5057-537,537,0,,1,1,1
Act-5057-537,0,1,Res-537-O,537,0,O,1,1,1
Act-5057-537,0,2,Res-5057,5057,0,I,1,1,1
Act-5057-537,0,2,Res-5057-I,5057,0,I,1,1,1
Act-5057-537,0,2,Res-5057-537,537,0,,1,1,1
Act-5057-537,0,2,Res-537-O,537,0,O,1,1,1
Act-5057-537,0,3,Res-5057,5057,0,I,1,1,1
Act-5057-537,0,3,Res-5057-I,5057,0,I,1,1,1
Act-5057-537,0,3,Res-5057-537,537,0,,1,1,1
Act-5057-537,0,3,Res-537-O,537,0,O,1,1,1
Act-5057-537,0,0,Res-5057,5057,0,I,1,1,1
Act-5057-537,0,0,Res-5057-I,5057,0,I,1,1,1
Act-5057-537,0,0,Res-5057-537,537,0,,1,1,1
Act-5057-537,0,0,Res-537-O,537,0,O,1,1,1
Act-5058-538,0,1,Res-5058,5058,0,I,1,1,1
Act-5058-538,0,1,Res-5058-I,5058,0,I,1,1,1
Act-5058-538,0,1,Res-5058-538,538,0,,1,1,1
Act-5058-538,0,1,Res-538-O,538,0,O,1,1,1
Act-5058-538,0,2,Res-5058,5058,0,I,1,1,1
Act-5058-538,0,2,Res-5058-I,5058,0,I,1,1,1
Act-5058-538,0,2,Res-5058-538,538,0,,1,1,1
Act-5058-538,0,2,Res-538-O,538,0,O,1,1,1
Act-5058-538,0,3,Res-5058,5058,0,I,1,1,1
Act-5058-538,0,3,Res-5058-I,5058,0,I,1,1,1
Act-5058-538,0,3,Res-5058-538,538,0,,1,1,1
Act-5058-538,0,3,Res-538-O,538,0,O,1,1,1
Act-5058-538,0,0,Res-5058,5058,0,I,1,1,1
Act-5058-538,0,0,Res-5058-I,5058,0,I,1,1,1
Act-5058-538,0,0,Res-5058-538,538,0,,1,1,1
Act-5058-538,0,0,Res-538-O,538,0,O,1,1,1
Act-5059-539,0,1,Res-5059,5059,0,I,1,1,1
Act-5059-539,0,1,Res-5059-I,5059,0,I,1,1,1
Act-5059-539,0,1,Res-5059-539,539,0,,1,1,1
Act-5059-539,0,1,Res-539-O,539,0,O,1,1,1
Act-5059-539,0,2,Res-5059,5059,0,I,1,1,1
Act-5059-539,0,2,Res-5059-I,5059,0,I,1,1,1
Act-5059-539,0,2,Res-5059-539,539,0,,1,1,1
Act-5059-539,0,2,Res-539-O,539,0,O,1,1,1
Act-5059-539,0,3,Res-5059,5059,0,I,1,1,1
Act-5059-539,0,3,Res-5059-I,5059,0,I,1,1,1
Act-5059-539,0,3,Res-5059-539,539,0,,1,1,1
Act-5059-539,0,3,Res-539-O,539,0,O,1,1,1
Act-5059-539,0,0,Res-5059,5059,0,I,1,1,1
Act-5059-539,0,0,Res-5059-I,5059,0,I,1,1,1
Act-5059-539,0,0,Res-5059-539,539,0,,1,1,1
Act-5059-539,0,0,Res-539-O,539,0,O,1,1,1
Act-5060-540,0,1,Res-5060,5060,0,I,1,1,1
Act-5060-540,0,1,Res-5060-I,5060,0,I,1,1,1
Act-5060-540,0,1,Res-5060-540,540,0,,1,1,1
Act-5060-540,0,1,Res-540-O,540,0,O,1,1,1
Act-5060-540,0,2,Res-5060,5060,0,I,1,1,1
Act-5060-540,0,2,Res-5060-I,5060,0,I,1,1,1
Act-5060-540,0,2,Res-5060-540,540,0,,1,1,1
Act-5060-540,0,2,Res-540-O,540,0,O,1,1,1
Act-5060-540,0,3,Res-5060,5060,0,I,1,1,1
Act-5060-540,0,3,Res-5060-I,5060,0,I,1,1,1
Act-5060-540,0,3,Res-5060-540,540,0,,1,1,1
Act-5060-540,0,3,Res-540-O,540,0,O,1,1,1
Act-5060-540,0,0,Res-5060,5060,0,I,1,1,1
Act-5060-540,0,0,Res-5060-I,5060,0,I,1,1,1
Act-5060-540,0,0,Res-5060-540,540,0,,1,1,1
Act-5060-540,0,0,Res-540-O,540,0,O,1,1,1
Act-5061-541,0,1,Res-5061,5061,0,I,1,1,1
Act-5061-541,0,1,Res-5061-I,5061,0,I,1,1,1
Act-5061-541,0,1,Res-5061-541,541,0,,1,1,1
Act-5061-541,0,1,Res-541-O,541,0,O,1,1,1
Act-5061-541,0,2,Res-5061,5061,0,I,1,1,1
Act-5061-541,0,2,Res-5061-I,5061,0,I,1,1,1
Act-5061-541,0,2,Res-5061-541,541,0,,1,1,1
Act-5061-541,0,2,Res-541-O,541,0,O,1,1,1
Act-5061-541,0,3,Res-5061,5061,0,I,1,1,1
Act-5061-541,0,3,Res-5061-I,5061,0,I,1,1,1
Act-5061-541,0,3,Res-5061-541,541,0,,1,1,1
Act-5061-541,0,3,Res-541-O,541,0,O,1,1,1
Act-5061-541,0,0,Res-5061,5061,0,I,1,1,1
Act-5061-541,0,0,Res-5061-I,5061,0,I,1,1,1
Act-5061-541,0,0,Res-5061-541,541,0,,1,1,1
Act-5061-541,0,0,Res-541-O,541,0,O,1,1,1
Act-5062-542,0,1,Res-5062,5062,0,I,1,1,1
Act-5062-542,0,1,Res-5062-I,5062,0,I,1,1,1
Act-5062-542,0,1,Res-5062-542,542,0,,1,1,1
Act-5062-542,0,1,Res-542-O,542,0,O,1,1,1
Act-5062-542,0,2,Res-5062,5062,0,I,1,1,1
Act-5062-542,0,2,Res-5062-I,5062,0,I,1,1,1
Act-5062-542,0,2,Res-5062-542,542,0,,1,1,1
Act-5062-542,0,2,Res-542-O,542,0,O,1,1,1
Act-5062-542,0,3,Res-5062,5062,0,I,1,1,1
Act-5062-542,0,3,Res-5062-I,5062,0,I,1,1,1
Act-5062-542,0,3,Res-5062-542,542,0,,1,1,1
Act-5062-542,0,3,Res-542-O,542,0,O,1,1,1
Act-5062-542,0,0,Res-5062,5062,0,I,1,1,1
Act-5062-542,0,0,Res-5062-I,5062,0,I,1,1,1
Act-5062-542,0,0,Res-5062-542,542,0,,1,1,1
Act-5062-542,0,0,Res-542-O,542,0,O,1,1,1
Act-5063-543,0,1,Res-5063,5063,0,I,1,1,1
Act-5063-543,0,1,Res-5063-I,5063,0,I,1,1,1
Act-5063-543,0,1,Res-5063-543,543,0,,1,1,1
Act-5063-543,0,1,Res-543-O,543,0,O,1,1,1
Act-5063-543,0,2,Res-5063,5063,0,I,1,1,1
Act-5063-543,0,2,Res-5063-I,5063,0,I,1,1,1
Act-5063-543,0,2,Res-5063-543,543,0,,1,1,1
Act-5063-543,0,2,Res-543-O,543,0,O,1,1,1
Act-5063-543,0,3,Res-5063,5063,0,I,1,1,1
Act-5063-543,0,3,Res-5063-I,5063,0,I,1,1,1
Act-5063-543,0,3,Res-5063-543,543,0,,1,1,1
Act-5063-543,0,3,Res-543-O,543,0,O,1,1,1
Act-5063-543,0,0,Res-5063,5063,0,I,1,1,1
Act-5063-543,0,0,Res-5063-I,5063,0,I,1,1,1
Act-5063-543,0,0,Res-5063-543,543,0,,1,1,1
Act-5063-543,0,0,Res-543-O,543,0,O,1,1,1
Act-5064-544,0,1,Res-5064,5064,0,I,1,1,1
Act-5064-544,0,1,Res-5064-I,5064,0,I,1,1,1
Act-5064-544,0,1,Res-5064-544,544,0,,1,1,1
Act-5064-544,0,1,Res-544-O,544,0,O,1,1,1
Act-5064-544,0,2,Res-5064,5064,0,I,1,1,1
Act-5064-544,0,2,Res-5064-I,5064,0,I,1,1,1
Act-5064-544,0,2,Res-5064-544,544,0,,1,1,1
Act-5064-544,0,2,Res-544-O,544,0,O,1,1,1
Act-5064-544,0,3,Res-5064,5064,0,I,1,1,1
