Resource.[ResourceKey],Resource.[Resource],Resource.[ResourceSubGroupKey],Resource.[Resource Sub Group],Resource.[ResourceGroupKey],Resource.[Resource Group]
5009,Res-5009,0,SubGroup-0,0,Group-0
25009,Res-5009-I,0,SubGroup-0,0,Group-0
15009,Res-5009-O,0,SubGroup-0,0,Group-0
5010,Res-5010,0,SubGroup-0,0,Group-0
25010,Res-5010-I,0,SubGroup-0,0,Group-0
15010,Res-5010-O,0,SubGroup-0,0,Group-0
5011,Res-5011,0,SubGroup-0,0,Group-0
25011,Res-5011-I,0,SubGroup-0,0,Group-0
15011,Res-5011-O,0,SubGroup-0,0,Group-0
5012,Res-5012,0,SubGroup-0,0,Group-0
25012,Res-5012-I,0,SubGroup-0,0,Group-0
15012,Res-5012-O,0,SubGroup-0,0,Group-0
5013,Res-5013,0,SubGroup-0,0,Group-0
25013,Res-5013-I,0,SubGroup-0,0,Group-0
15013,Res-5013-O,0,SubGroup-0,0,Group-0
5014,Res-5014,0,SubGroup-0,0,Group-0
25014,Res-5014-I,0,SubGroup-0,0,Group-0
15014,Res-5014-O,0,SubGroup-0,0,Group-0
5015,Res-5015,0,SubGroup-0,0,Group-0
25015,Res-5015-I,0,SubGroup-0,0,Group-0
15015,Res-5015-O,0,SubGroup-0,0,Group-0
5016,Res-5016,0,SubGroup-0,0,Group-0
25016,Res-5016-I,0,SubGroup-0,0,Group-0
15016,Res-5016-O,0,SubGroup-0,0,Group-0
5017,Res-5017,0,SubGroup-0,0,Group-0
25017,Res-5017-I,0,SubGroup-0,0,Group-0
15017,Res-5017-O,0,SubGroup-0,0,Group-0
5018,Res-5018,0,SubGroup-0,0,Group-0
25018,Res-5018-I,0,SubGroup-0,0,Group-0
15018,Res-5018-O,0,SubGroup-0,0,Group-0
5019,Res-5019,0,SubGroup-0,0,Group-0
25019,Res-5019-I,0,SubGroup-0,0,Group-0
15019,Res-5019-O,0,SubGroup-0,0,Group-0
5020,Res-5020,0,SubGroup-0,0,Group-0
25020,Res-5020-I,0,SubGroup-0,0,Group-0
15020,Res-5020-O,0,SubGroup-0,0,Group-0
5021,Res-5021,0,SubGroup-0,0,Group-0
25021,Res-5021-I,0,SubGroup-0,0,Group-0
15021,Res-5021-O,0,SubGroup-0,0,Group-0
5022,Res-5022,0,SubGroup-0,0,Group-0
25022,Res-5022-I,0,SubGroup-0,0,Group-0
15022,Res-5022-O,0,SubGroup-0,0,Group-0
5023,Res-5023,0,SubGroup-0,0,Group-0
25023,Res-5023-I,0,SubGroup-0,0,Group-0
15023,Res-5023-O,0,SubGroup-0,0,Group-0
5024,Res-5024,0,SubGroup-0,0,Group-0
25024,Res-5024-I,0,SubGroup-0,0,Group-0
15024,Res-5024-O,0,SubGroup-0,0,Group-0
5025,Res-5025,0,SubGroup-0,0,Group-0
25025,Res-5025-I,0,SubGroup-0,0,Group-0
15025,Res-5025-O,0,SubGroup-0,0,Group-0
5026,Res-5026,0,SubGroup-0,0,Group-0
25026,Res-5026-I,0,SubGroup-0,0,Group-0
15026,Res-5026-O,0,SubGroup-0,0,Group-0
5027,Res-5027,0,SubGroup-0,0,Group-0
25027,Res-5027-I,0,SubGroup-0,0,Group-0
15027,Res-5027-O,0,SubGroup-0,0,Group-0
5028,Res-5028,0,SubGroup-0,0,Group-0
25028,Res-5028-I,0,SubGroup-0,0,Group-0
15028,Res-5028-O,0,SubGroup-0,0,Group-0
5029,Res-5029,0,SubGroup-0,0,Group-0
25029,Res-5029-I,0,SubGroup-0,0,Group-0
15029,Res-5029-O,0,SubGroup-0,0,Group-0
5030,Res-5030,0,SubGroup-0,0,Group-0
25030,Res-5030-I,0,SubGroup-0,0,Group-0
15030,Res-5030-O,0,SubGroup-0,0,Group-0
5031,Res-5031,0,SubGroup-0,0,Group-0
25031,Res-5031-I,0,SubGroup-0,0,Group-0
15031,Res-5031-O,0,SubGroup-0,0,Group-0
5032,Res-5032,0,SubGroup-0,0,Group-0
25032,Res-5032-I,0,SubGroup-0,0,Group-0
15032,Res-5032-O,0,SubGroup-0,0,Group-0
5033,Res-5033,0,SubGroup-0,0,Group-0
25033,Res-5033-I,0,SubGroup-0,0,Group-0
15033,Res-5033-O,0,SubGroup-0,0,Group-0
5034,Res-5034,0,SubGroup-0,0,Group-0
25034,Res-5034-I,0,SubGroup-0,0,Group-0
15034,Res-5034-O,0,SubGroup-0,0,Group-0
5035,Res-5035,0,SubGroup-0,0,Group-0
25035,Res-5035-I,0,SubGroup-0,0,Group-0
15035,Res-5035-O,0,SubGroup-0,0,Group-0
5036,Res-5036,0,SubGroup-0,0,Group-0
25036,Res-5036-I,0,SubGroup-0,0,Group-0
15036,Res-5036-O,0,SubGroup-0,0,Group-0
5037,Res-5037,0,SubGroup-0,0,Group-0
25037,Res-5037-I,0,SubGroup-0,0,Group-0
15037,Res-5037-O,0,SubGroup-0,0,Group-0
5038,Res-5038,0,SubGroup-0,0,Group-0
25038,Res-5038-I,0,SubGroup-0,0,Group-0
15038,Res-5038-O,0,SubGroup-0,0,Group-0
5039,Res-5039,0,SubGroup-0,0,Group-0
25039,Res-5039-I,0,SubGroup-0,0,Group-0
15039,Res-5039-O,0,SubGroup-0,0,Group-0
5040,Res-5040,0,SubGroup-0,0,Group-0
25040,Res-5040-I,0,SubGroup-0,0,Group-0
15040,Res-5040-O,0,SubGroup-0,0,Group-0
5041,Res-5041,0,SubGroup-0,0,Group-0
25041,Res-5041-I,0,SubGroup-0,0,Group-0
15041,Res-5041-O,0,SubGroup-0,0,Group-0
5042,Res-5042,0,SubGroup-0,0,Group-0
25042,Res-5042-I,0,SubGroup-0,0,Group-0
15042,Res-5042-O,0,SubGroup-0,0,Group-0
5043,Res-5043,0,SubGroup-0,0,Group-0
25043,Res-5043-I,0,SubGroup-0,0,Group-0
15043,Res-5043-O,0,SubGroup-0,0,Group-0
5044,Res-5044,0,SubGroup-0,0,Group-0
25044,Res-5044-I,0,SubGroup-0,0,Group-0
15044,Res-5044-O,0,SubGroup-0,0,Group-0
5045,Res-5045,0,SubGroup-0,0,Group-0
25045,Res-5045-I,0,SubGroup-0,0,Group-0
15045,Res-5045-O,0,SubGroup-0,0,Group-0
5046,Res-5046,0,SubGroup-0,0,Group-0
25046,Res-5046-I,0,SubGroup-0,0,Group-0
15046,Res-5046-O,0,SubGroup-0,0,Group-0
5047,Res-5047,0,SubGroup-0,0,Group-0
25047,Res-5047-I,0,SubGroup-0,0,Group-0
15047,Res-5047-O,0,SubGroup-0,0,Group-0
5048,Res-5048,0,SubGroup-0,0,Group-0
25048,Res-5048-I,0,SubGroup-0,0,Group-0
15048,Res-5048-O,0,SubGroup-0,0,Group-0
5049,Res-5049,0,SubGroup-0,0,Group-0
25049,Res-5049-I,0,SubGroup-0,0,Group-0
15049,Res-5049-O,0,SubGroup-0,0,Group-0
5050,Res-5050,0,SubGroup-0,0,Group-0
25050,Res-5050-I,0,SubGroup-0,0,Group-0
15050,Res-5050-O,0,SubGroup-0,0,Group-0
5051,Res-5051,0,SubGroup-0,0,Group-0
25051,Res-5051-I,0,SubGroup-0,0,Group-0
15051,Res-5051-O,0,SubGroup-0,0,Group-0
5052,Res-5052,0,SubGroup-0,0,Group-0
25052,Res-5052-I,0,SubGroup-0,0,Group-0
15052,Res-5052-O,0,SubGroup-0,0,Group-0
5053,Res-5053,0,SubGroup-0,0,Group-0
25053,Res-5053-I,0,SubGroup-0,0,Group-0
15053,Res-5053-O,0,SubGroup-0,0,Group-0
5054,Res-5054,0,SubGroup-0,0,Group-0
25054,Res-5054-I,0,SubGroup-0,0,Group-0
15054,Res-5054-O,0,SubGroup-0,0,Group-0
5055,Res-5055,0,SubGroup-0,0,Group-0
25055,Res-5055-I,0,SubGroup-0,0,Group-0
15055,Res-5055-O,0,SubGroup-0,0,Group-0
5056,Res-5056,0,SubGroup-0,0,Group-0
25056,Res-5056-I,0,SubGroup-0,0,Group-0
15056,Res-5056-O,0,SubGroup-0,0,Group-0
5057,Res-5057,0,SubGroup-0,0,Group-0
25057,Res-5057-I,0,SubGroup-0,0,Group-0
15057,Res-5057-O,0,SubGroup-0,0,Group-0
5058,Res-5058,0,SubGroup-0,0,Group-0
25058,Res-5058-I,0,SubGroup-0,0,Group-0
15058,Res-5058-O,0,SubGroup-0,0,Group-0
5059,Res-5059,0,SubGroup-0,0,Group-0
25059,Res-5059-I,0,SubGroup-0,0,Group-0
15059,Res-5059-O,0,SubGroup-0,0,Group-0
5060,Res-5060,0,SubGroup-0,0,Group-0
25060,Res-5060-I,0,SubGroup-0,0,Group-0
15060,Res-5060-O,0,SubGroup-0,0,Group-0
5061,Res-5061,0,SubGroup-0,0,Group-0
25061,Res-5061-I,0,SubGroup-0,0,Group-0
15061,Res-5061-O,0,SubGroup-0,0,Group-0
5062,Res-5062,0,SubGroup-0,0,Group-0
25062,Res-5062-I,0,SubGroup-0,0,Group-0
15062,Res-5062-O,0,SubGroup-0,0,Group-0
5063,Res-5063,0,SubGroup-0,0,Group-0
25063,Res-5063-I,0,SubGroup-0,0,Group-0
15063,Res-5063-O,0,SubGroup-0,0,Group-0
5064,Res-5064,0,SubGroup-0,0,Group-0
25064,Res-5064-I,0,SubGroup-0,0,Group-0
15064,Res-5064-O,0,SubGroup-0,0,Group-0
5065,Res-5065,0,SubGroup-0,0,Group-0
25065,Res-5065-I,0,SubGroup-0,0,Group-0
15065,Res-5065-O,0,SubGroup-0,0,Group-0
5066,Res-5066,0,SubGroup-0,0,Group-0
25066,Res-5066-I,0,SubGroup-0,0,Group-0
15066,Res-5066-O,0,SubGroup-0,0,Group-0
5067,Res-5067,0,SubGroup-0,0,Group-0
25067,Res-5067-I,0,SubGroup-0,0,Group-0
15067,Res-5067-O,0,SubGroup-0,0,Group-0
5068,Res-5068,0,SubGroup-0,0,Group-0
25068,Res-5068-I,0,SubGroup-0,0,Group-0
15068,Res-5068-O,0,SubGroup-0,0,Group-0
5069,Res-5069,0,SubGroup-0,0,Group-0
25069,Res-5069-I,0,SubGroup-0,0,Group-0
15069,Res-5069-O,0,SubGroup-0,0,Group-0
5070,Res-5070,0,SubGroup-0,0,Group-0
25070,Res-5070-I,0,SubGroup-0,0,Group-0
15070,Res-5070-O,0,SubGroup-0,0,Group-0
5071,Res-5071,0,SubGroup-0,0,Group-0
25071,Res-5071-I,0,SubGroup-0,0,Group-0
15071,Res-5071-O,0,SubGroup-0,0,Group-0
5072,Res-5072,0,SubGroup-0,0,Group-0
25072,Res-5072-I,0,SubGroup-0,0,Group-0
15072,Res-5072-O,0,SubGroup-0,0,Group-0
5073,Res-5073,0,SubGroup-0,0,Group-0
25073,Res-5073-I,0,SubGroup-0,0,Group-0
15073,Res-5073-O,0,SubGroup-0,0,Group-0
5074,Res-5074,0,SubGroup-0,0,Group-0
25074,Res-5074-I,0,SubGroup-0,0,Group-0
15074,Res-5074-O,0,SubGroup-0,0,Group-0
5075,Res-5075,0,SubGroup-0,0,Group-0
25075,Res-5075-I,0,SubGroup-0,0,Group-0
15075,Res-5075-O,0,SubGroup-0,0,Group-0
5076,Res-5076,0,SubGroup-0,0,Group-0
25076,Res-5076-I,0,SubGroup-0,0,Group-0
15076,Res-5076-O,0,SubGroup-0,0,Group-0
5077,Res-5077,0,SubGroup-0,0,Group-0
25077,Res-5077-I,0,SubGroup-0,0,Group-0
15077,Res-5077-O,0,SubGroup-0,0,Group-0
5078,Res-5078,0,SubGroup-0,0,Group-0
25078,Res-5078-I,0,SubGroup-0,0,Group-0
15078,Res-5078-O,0,SubGroup-0,0,Group-0
5079,Res-5079,0,SubGroup-0,0,Group-0
25079,Res-5079-I,0,SubGroup-0,0,Group-0
15079,Res-5079-O,0,SubGroup-0,0,Group-0
6000,Res-6000,0,SubGroup-0,0,Group-0
26000,Res-6000-I,0,SubGroup-0,0,Group-0
6001,Res-6001,0,SubGroup-0,0,Group-0
26001,Res-6001-I,0,SubGroup-0,0,Group-0
6002,Res-6002,0,SubGroup-0,0,Group-0
26002,Res-6002-I,0,SubGroup-0,0,Group-0
6003,Res-6003,0,SubGroup-0,0,Group-0
26003,Res-6003-I,0,SubGroup-0,0,Group-0
6004,Res-6004,0,SubGroup-0,0,Group-0
26004,Res-6004-I,0,SubGroup-0,0,Group-0
6005,Res-6005,0,SubGroup-0,0,Group-0
26005,Res-6005-I,0,SubGroup-0,0,Group-0
6500,Res-6500,0,SubGroup-0,0,Group-0
26500,Res-6500-I,0,SubGroup-0,0,Group-0
6501,Res-6501,0,SubGroup-0,0,Group-0
26501,Res-6501-I,0,SubGroup-0,0,Group-0
6502,Res-6502,0,SubGroup-0,0,Group-0
26502,Res-6502-I,0,SubGroup-0,0,Group-0
6503,Res-6503,0,SubGroup-0,0,Group-0
26503,Res-6503-I,0,SubGroup-0,0,Group-0
6504,Res-6504,0,SubGroup-0,0,Group-0
26504,Res-6504-I,0,SubGroup-0,0,Group-0
6505,Res-6505,0,SubGroup-0,0,Group-0
26505,Res-6505-I,0,SubGroup-0,0,Group-0
30000,Res-5000-0,0,SubGroup-0,0,Group-0
30001,Res-5001-1,0,SubGroup-0,0,Group-0
30002,Res-5002-2,0,SubGroup-0,0,Group-0
30003,Res-5003-3,0,SubGroup-0,0,Group-0
30004,Res-5004-4,0,SubGroup-0,0,Group-0
30005,Res-5005-5,0,SubGroup-0,0,Group-0
30006,Res-5006-6,0,SubGroup-0,0,Group-0
30007,Res-5007-7,0,SubGroup-0,0,Group-0
30008,Res-5008-8,0,SubGroup-0,0,Group-0
30009,Res-5009-9,0,SubGroup-0,0,Group-0
30010,Res-5010-10,0,SubGroup-0,0,Group-0
30011,Res-5011-11,0,SubGroup-0,0,Group-0
30012,Res-5012-12,0,SubGroup-0,0,Group-0
30013,Res-5013-13,0,SubGroup-0,0,Group-0
30014,Res-5014-14,0,SubGroup-0,0,Group-0
30015,Res-5015-15,0,SubGroup-0,0,Group-0
30016,Res-5016-16,0,SubGroup-0,0,Group-0
30017,Res-5017-17,0,SubGroup-0,0,Group-0
30018,Res-5018-18,0,SubGroup-0,0,Group-0
30019,Res-5019-19,0,SubGroup-0,0,Group-0
30020,Res-5020-20,0,SubGroup-0,0,Group-0
30021,Res-5021-21,0,SubGroup-0,0,Group-0
30022,Res-5022-22,0,SubGroup-0,0,Group-0
30023,Res-5023-23,0,SubGroup-0,0,Group-0
30024,Res-5024-24,0,SubGroup-0,0,Group-0
30025,Res-5025-25,0,SubGroup-0,0,Group-0
30026,Res-5026-26,0,SubGroup-0,0,Group-0
30027,Res-5027-27,0,SubGroup-0,0,Group-0
30028,Res-5028-28,0,SubGroup-0,0,Group-0
30029,Res-5029-29,0,SubGroup-0,0,Group-0
30030,Res-5030-30,0,SubGroup-0,0,Group-0
30031,Res-5031-31,0,SubGroup-0,0,Group-0
30032,Res-5032-32,0,SubGroup-0,0,Group-0
30033,Res-5033-33,0,SubGroup-0,0,Group-0
30034,Res-5034-34,0,SubGroup-0,0,Group-0
30035,Res-5035-35,0,SubGroup-0,0,Group-0
30036,Res-5036-36,0,SubGroup-0,0,Group-0
30037,Res-5037-37,0,SubGroup-0,0,Group-0
30038,Res-5038-38,0,SubGroup-0,0,Group-0
30039,Res-5039-39,0,SubGroup-0,0,Group-0
30040,Res-5040-40,0,SubGroup-0,0,Group-0
30041,Res-5041-41,0,SubGroup-0,0,Group-0
30042,Res-5042-42,0,SubGroup-0,0,Group-0
30043,Res-5043-43,0,SubGroup-0,0,Group-0
30044,Res-5044-44,0,SubGroup-0,0,Group-0
30045,Res-5045-45,0,SubGroup-0,0,Group-0
30046,Res-5046-46,0,SubGroup-0,0,Group-0
30047,Res-5047-47,0,SubGroup-0,0,Group-0
30048,Res-5048-48,0,SubGroup-0,0,Group-0
30049,Res-5049-49,0,SubGroup-0,0,Group-0
30050,Res-5050-50,0,SubGroup-0,0,Group-0
30051,Res-5051-51,0,SubGroup-0,0,Group-0
30052,Res-5052-52,0,SubGroup-0,0,Group-0
30053,Res-5053-53,0,SubGroup-0,0,Group-0
30054,Res-5054-54,0,SubGroup-0,0,Group-0
30055,Res-5055-55,0,SubGroup-0,0,Group-0
30056,Res-5056-56,0,SubGroup-0,0,Group-0
30057,Res-5057-57,0,SubGroup-0,0,Group-0
30058,Res-5058-58,0,SubGroup-0,0,Group-0
30059,Res-5059-59,0,SubGroup-0,0,Group-0
30060,Res-5060-60,0,SubGroup-0,0,Group-0
30061,Res-5061-61,0,SubGroup-0,0,Group-0
30062,Res-5062-62,0,SubGroup-0,0,Group-0
30063,Res-5063-63,0,SubGroup-0,0,Group-0
30064,Res-5064-64,0,SubGroup-0,0,Group-0
30065,Res-5065-65,0,SubGroup-0,0,Group-0
30066,Res-5066-66,0,SubGroup-0,0,Group-0
30067,Res-5067-67,0,SubGroup-0,0,Group-0
30068,Res-5068-68,0,SubGroup-0,0,Group-0
30069,Res-5069-69,0,SubGroup-0,0,Group-0
30070,Res-5070-70,0,SubGroup-0,0,Group-0
30071,Res-5071-71,0,SubGroup-0,0,Group-0
30072,Res-5072-72,0,SubGroup-0,0,Group-0
30073,Res-5073-73,0,SubGroup-0,0,Group-0
30074,Res-5074-74,0,SubGroup-0,0,Group-0
30075,Res-5075-75,0,SubGroup-0,0,Group-0
30076,Res-5076-76,0,SubGroup-0,0,Group-0
30077,Res-5077-77,0,SubGroup-0,0,Group-0
30078,Res-5078-78,0,SubGroup-0,0,Group-0
30079,Res-5079-79,0,SubGroup-0,0,Group-0
30080,Res-5000-80,0,SubGroup-0,0,Group-0
30081,Res-5001-81,0,SubGroup-0,0,Group-0
30082,Res-5002-82,0,SubGroup-0,0,Group-0
30083,Res-5003-83,0,SubGroup-0,0,Group-0
30084,Res-5004-84,0,SubGroup-0,0,Group-0
30085,Res-5005-85,0,SubGroup-0,0,Group-0
30086,Res-5006-86,0,SubGroup-0,0,Group-0
30087,Res-5007-87,0,SubGroup-0,0,Group-0
30088,Res-5008-88,0,SubGroup-0,0,Group-0
30089,Res-5009-89,0,SubGroup-0,0,Group-0
30090,Res-5010-90,0,SubGroup-0,0,Group-0
30091,Res-5011-91,0,SubGroup-0,0,Group-0
30092,Res-5012-92,0,SubGroup-0,0,Group-0
30093,Res-5013-93,0,SubGroup-0,0,Group-0
30094,Res-5014-94,0,SubGroup-0,0,Group-0
30095,Res-5015-95,0,SubGroup-0,0,Group-0
30096,Res-5016-96,0,SubGroup-0,0,Group-0
30097,Res-5017-97,0,SubGroup-0,0,Group-0
30098,Res-5018-98,0,SubGroup-0,0,Group-0
30099,Res-5019-99,0,SubGroup-0,0,Group-0
30100,Res-5020-100,0,SubGroup-0,0,Group-0
30101,Res-5021-101,0,SubGroup-0,0,Group-0
30102,Res-5022-102,0,SubGroup-0,0,Group-0
30103,Res-5023-103,0,SubGroup-0,0,Group-0
30104,Res-5024-104,0,SubGroup-0,0,Group-0
30105,Res-5025-105,0,SubGroup-0,0,Group-0
30106,Res-5026-106,0,SubGroup-0,0,Group-0
30107,Res-5027-107,0,SubGroup-0,0,Group-0
30108,Res-5028-108,0,SubGroup-0,0,Group-0
30109,Res-5029-109,0,SubGroup-0,0,Group-0
30110,Res-5030-110,0,SubGroup-0,0,Group-0
30111,Res-5031-111,0,SubGroup-0,0,Group-0
30112,Res-5032-112,0,SubGroup-0,0,Group-0
30113,Res-5033-113,0,SubGroup-0,0,Group-0
30114,Res-5034-114,0,SubGroup-0,0,Group-0
30115,Res-5035-115,0,SubGroup-0,0,Group-0
30116,Res-5036-116,0,SubGroup-0,0,Group-0
30117,Res-5037-117,0,SubGroup-0,0,Group-0
30118,Res-5038-118,0,SubGroup-0,0,Group-0
30119,Res-5039-119,0,SubGroup-0,0,Group-0
30120,Res-5040-120,0,SubGroup-0,0,Group-0
30121,Res-5041-121,0,SubGroup-0,0,Group-0
30122,Res-5042-122,0,SubGroup-0,0,Group-0
30123,Res-5043-123,0,SubGroup-0,0,Group-0
30124,Res-5044-124,0,SubGroup-0,0,Group-0
30125,Res-5045-125,0,SubGroup-0,0,Group-0
30126,Res-5046-126,0,SubGroup-0,0,Group-0
30127,Res-5047-127,0,SubGroup-0,0,Group-0
30128,Res-5048-128,0,SubGroup-0,0,Group-0
30129,Res-5049-129,0,SubGroup-0,0,Group-0
30130,Res-5050-130,0,SubGroup-0,0,Group-0
30131,Res-5051-131,0,SubGroup-0,0,Group-0
30132,Res-5052-132,0,SubGroup-0,0,Group-0
30133,Res-5053-133,0,SubGroup-0,0,Group-0
30134,Res-5054-134,0,SubGroup-0,0,Group-0
30135,Res-5055-135,0,SubGroup-0,0,Group-0
30136,Res-5056-136,0,SubGroup-0,0,Group-0
30137,Res-5057-137,0,SubGroup-0,0,Group-0
30138,Res-5058-138,0,SubGroup-0,0,Group-0
30139,Res-5059-139,0,SubGroup-0,0,Group-0
30140,Res-5060-140,0,SubGroup-0,0,Group-0
30141,Res-5061-141,0,SubGroup-0,0,Group-0
30142,Res-5062-142,0,SubGroup-0,0,Group-0
30143,Res-5063-143,0,SubGroup-0,0,Group-0
30144,Res-5064-144,0,SubGroup-0,0,Group-0
30145,Res-5065-145,0,SubGroup-0,0,Group-0
30146,Res-5066-146,0,SubGroup-0,0,Group-0
30147,Res-5067-147,0,SubGroup-0,0,Group-0
30148,Res-5068-148,0,SubGroup-0,0,Group-0
30149,Res-5069-149,0,SubGroup-0,0,Group-0
30150,Res-5070-150,0,SubGroup-0,0,Group-0
30151,Res-5071-151,0,SubGroup-0,0,Group-0
30152,Res-5072-152,0,SubGroup-0,0,Group-0
30153,Res-5073-153,0,SubGroup-0,0,Group-0
30154,Res-5074-154,0,SubGroup-0,0,Group-0
30155,Res-5075-155,0,SubGroup-0,0,Group-0
30156,Res-5076-156,0,SubGroup-0,0,Group-0
30157,Res-5077-157,0,SubGroup-0,0,Group-0
30158,Res-5078-158,0,SubGroup-0,0,Group-0
30159,Res-5079-159,0,SubGroup-0,0,Group-0
30160,Res-5000-160,0,SubGroup-0,0,Group-0
30161,Res-5001-161,0,SubGroup-0,0,Group-0
30162,Res-5002-162,0,SubGroup-0,0,Group-0
30163,Res-5003-163,0,SubGroup-0,0,Group-0
30164,Res-5004-164,0,SubGroup-0,0,Group-0
30165,Res-5005-165,0,SubGroup-0,0,Group-0
30166,Res-5006-166,0,SubGroup-0,0,Group-0
30167,Res-5007-167,0,SubGroup-0,0,Group-0
30168,Res-5008-168,0,SubGroup-0,0,Group-0
30169,Res-5009-169,0,SubGroup-0,0,Group-0
30170,Res-5010-170,0,SubGroup-0,0,Group-0
30171,Res-5011-171,0,SubGroup-0,0,Group-0
30172,Res-5012-172,0,SubGroup-0,0,Group-0
30173,Res-5013-173,0,SubGroup-0,0,Group-0
30174,Res-5014-174,0,SubGroup-0,0,Group-0
30175,Res-5015-175,0,SubGroup-0,0,Group-0
30176,Res-5016-176,0,SubGroup-0,0,Group-0
30177,Res-5017-177,0,SubGroup-0,0,Group-0
30178,Res-5018-178,0,SubGroup-0,0,Group-0
30179,Res-5019-179,0,SubGroup-0,0,Group-0
30180,Res-5020-180,0,SubGroup-0,0,Group-0
30181,Res-5021-181,0,SubGroup-0,0,Group-0
30182,Res-5022-182,0,SubGroup-0,0,Group-0
30183,Res-5023-183,0,SubGroup-0,0,Group-0
30184,Res-5024-184,0,SubGroup-0,0,Group-0
30185,Res-5025-185,0,SubGroup-0,0,Group-0
30186,Res-5026-186,0,SubGroup-0,0,Group-0
30187,Res-5027-187,0,SubGroup-0,0,Group-0
30188,Res-5028-188,0,SubGroup-0,0,Group-0
30189,Res-5029-189,0,SubGroup-0,0,Group-0
30190,Res-5030-190,0,SubGroup-0,0,Group-0
30191,Res-5031-191,0,SubGroup-0,0,Group-0
30192,Res-5032-192,0,SubGroup-0,0,Group-0
30193,Res-5033-193,0,SubGroup-0,0,Group-0
30194,Res-5034-194,0,SubGroup-0,0,Group-0
30195,Res-5035-195,0,SubGroup-0,0,Group-0
30196,Res-5036-196,0,SubGroup-0,0,Group-0
30197,Res-5037-197,0,SubGroup-0,0,Group-0
30198,Res-5038-198,0,SubGroup-0,0,Group-0
30199,Res-5039-199,0,SubGroup-0,0,Group-0
30200,Res-5040-200,0,SubGroup-0,0,Group-0
30201,Res-5041-201,0,SubGroup-0,0,Group-0
30202,Res-5042-202,0,SubGroup-0,0,Group-0
30203,Res-5043-203,0,SubGroup-0,0,Group-0
30204,Res-5044-204,0,SubGroup-0,0,Group-0
30205,Res-5045-205,0,SubGroup-0,0,Group-0
30206,Res-5046-206,0,SubGroup-0,0,Group-0
30207,Res-5047-207,0,SubGroup-0,0,Group-0
30208,Res-5048-208,0,SubGroup-0,0,Group-0
30209,Res-5049-209,0,SubGroup-0,0,Group-0
30210,Res-5050-210,0,SubGroup-0,0,Group-0
30211,Res-5051-211,0,SubGroup-0,0,Group-0
30212,Res-5052-212,0,SubGroup-0,0,Group-0
30213,Res-5053-213,0,SubGroup-0,0,Group-0
30214,Res-5054-214,0,SubGroup-0,0,Group-0
30215,Res-5055-215,0,SubGroup-0,0,Group-0
30216,Res-5056-216,0,SubGroup-0,0,Group-0
30217,Res-5057-217,0,SubGroup-0,0,Group-0
30218,Res-5058-218,0,SubGroup-0,0,Group-0
30219,Res-5059-219,0,SubGroup-0,0,Group-0
30220,Res-5060-220,0,SubGroup-0,0,Group-0
30221,Res-5061-221,0,SubGroup-0,0,Group-0
30222,Res-5062-222,0,SubGroup-0,0,Group-0
30223,Res-5063-223,0,SubGroup-0,0,Group-0
30224,Res-5064-224,0,SubGroup-0,0,Group-0
30225,Res-5065-225,0,SubGroup-0,0,Group-0
30226,Res-5066-226,0,SubGroup-0,0,Group-0
30227,Res-5067-227,0,SubGroup-0,0,Group-0
30228,Res-5068-228,0,SubGroup-0,0,Group-0
30229,Res-5069-229,0,SubGroup-0,0,Group-0
30230,Res-5070-230,0,SubGroup-0,0,Group-0
30231,Res-5071-231,0,SubGroup-0,0,Group-0
30232,Res-5072-232,0,SubGroup-0,0,Group-0
30233,Res-5073-233,0,SubGroup-0,0,Group-0
30234,Res-5074-234,0,SubGroup-0,0,Group-0
30235,Res-5075-235,0,SubGroup-0,0,Group-0
30236,Res-5076-236,0,SubGroup-0,0,Group-0
30237,Res-5077-237,0,SubGroup-0,0,Group-0
30238,Res-5078-238,0,SubGroup-0,0,Group-0
30239,Res-5079-239,0,SubGroup-0,0,Group-0
30240,Res-5000-240,0,SubGroup-0,0,Group-0
30241,Res-5001-241,0,SubGroup-0,0,Group-0
30242,Res-5002-242,0,SubGroup-0,0,Group-0
30243,Res-5003-243,0,SubGroup-0,0,Group-0
30244,Res-5004-244,0,SubGroup-0,0,Group-0
30245,Res-5005-245,0,SubGroup-0,0,Group-0
30246,Res-5006-246,0,SubGroup-0,0,Group-0
30247,Res-5007-247,0,SubGroup-0,0,Group-0
30248,Res-5008-248,0,SubGroup-0,0,Group-0
30249,Res-5009-249,0,SubGroup-0,0,Group-0
30250,Res-5010-250,0,SubGroup-0,0,Group-0
30251,Res-5011-251,0,SubGroup-0,0,Group-0
30252,Res-5012-252,0,SubGroup-0,0,Group-0
30253,Res-5013-253,0,SubGroup-0,0,Group-0
30254,Res-5014-254,0,SubGroup-0,0,Group-0
30255,Res-5015-255,0,SubGroup-0,0,Group-0
30256,Res-5016-256,0,SubGroup-0,0,Group-0
30257,Res-5017-257,0,SubGroup-0,0,Group-0
30258,Res-5018-258,0,SubGroup-0,0,Group-0
30259,Res-5019-259,0,SubGroup-0,0,Group-0
30260,Res-5020-260,0,SubGroup-0,0,Group-0
30261,Res-5021-261,0,SubGroup-0,0,Group-0
30262,Res-5022-262,0,SubGroup-0,0,Group-0
30263,Res-5023-263,0,SubGroup-0,0,Group-0
30264,Res-5024-264,0,SubGroup-0,0,Group-0
30265,Res-5025-265,0,SubGroup-0,0,Group-0
