Item.[ItemKey],Location.[LocationKey],Time.[FiscalWeekKey],Version.[VersionKey],BOH,Expected Receipts
0,568,W2-2017,0,,100
1,569,W0-2017,0,200,
1,569,W1-2017,0,,100
1,569,W2-2017,0,,100
2,569,W0-2017,0,200,
2,569,W1-2017,0,,100
2,569,W2-2017,0,,100
3,569,W0-2017,0,200,
3,569,W1-2017,0,,100
3,569,W2-2017,0,,100
0,569,W0-2017,0,150,
0,569,W1-2017,0,,100
0,569,W2-2017,0,,100
1,570,W0-2017,0,150,
1,570,W1-2017,0,,100
1,570,W2-2017,0,,100
2,570,W0-2017,0,150,
2,570,W1-2017,0,,100
2,570,W2-2017,0,,100
3,570,W0-2017,0,250,
3,570,W1-2017,0,,100
3,570,W2-2017,0,,100
0,570,W0-2017,0,150,
0,570,W1-2017,0,,100
0,570,W2-2017,0,,100
1,571,W0-2017,0,250,
1,571,W1-2017,0,,100
1,571,W2-2017,0,,100
2,571,W0-2017,0,200,
2,571,W1-2017,0,,100
2,571,W2-2017,0,,100
3,571,W0-2017,0,200,
3,571,W1-2017,0,,100
3,571,W2-2017,0,,100
0,571,W0-2017,0,250,
0,571,W1-2017,0,,100
0,571,W2-2017,0,,100
1,572,W0-2017,0,200,
1,572,W1-2017,0,,100
1,572,W2-2017,0,,100
2,572,W0-2017,0,200,
2,572,W1-2017,0,,100
2,572,W2-2017,0,,100
3,572,W0-2017,0,200,
3,572,W1-2017,0,,100
3,572,W2-2017,0,,100
0,572,W0-2017,0,200,
0,572,W1-2017,0,,100
0,572,W2-2017,0,,100
1,573,W0-2017,0,200,
1,573,W1-2017,0,,100
1,573,W2-2017,0,,100
2,573,W0-2017,0,200,
2,573,W1-2017,0,,100
2,573,W2-2017,0,,100
3,573,W0-2017,0,250,
3,573,W1-2017,0,,100
3,573,W2-2017,0,,100
0,573,W0-2017,0,250,
0,573,W1-2017,0,,100
0,573,W2-2017,0,,100
1,574,W0-2017,0,200,
1,574,W1-2017,0,,100
1,574,W2-2017,0,,100
2,574,W0-2017,0,200,
2,574,W1-2017,0,,100
2,574,W2-2017,0,,100
3,574,W0-2017,0,250,
3,574,W1-2017,0,,100
3,574,W2-2017,0,,100
0,574,W0-2017,0,150,
0,574,W1-2017,0,,100
0,574,W2-2017,0,,100
1,575,W0-2017,0,200,
1,575,W1-2017,0,,100
1,575,W2-2017,0,,100
2,575,W0-2017,0,200,
2,575,W1-2017,0,,100
2,575,W2-2017,0,,100
3,575,W0-2017,0,200,
3,575,W1-2017,0,,100
3,575,W2-2017,0,,100
0,575,W0-2017,0,200,
0,575,W1-2017,0,,100
0,575,W2-2017,0,,100
1,576,W0-2017,0,250,
1,576,W1-2017,0,,100
1,576,W2-2017,0,,100
2,576,W0-2017,0,150,
2,576,W1-2017,0,,100
2,576,W2-2017,0,,100
3,576,W0-2017,0,150,
3,576,W1-2017,0,,100
3,576,W2-2017,0,,100
0,576,W0-2017,0,250,
0,576,W1-2017,0,,100
0,576,W2-2017,0,,100
1,577,W0-2017,0,250,
1,577,W1-2017,0,,100
1,577,W2-2017,0,,100
2,577,W0-2017,0,200,
2,577,W1-2017,0,,100
2,577,W2-2017,0,,100
3,577,W0-2017,0,250,
3,577,W1-2017,0,,100
3,577,W2-2017,0,,100
0,577,W0-2017,0,250,
0,577,W1-2017,0,,100
0,577,W2-2017,0,,100
1,578,W0-2017,0,150,
1,578,W1-2017,0,,100
1,578,W2-2017,0,,100
2,578,W0-2017,0,150,
2,578,W1-2017,0,,100
2,578,W2-2017,0,,100
3,578,W0-2017,0,250,
3,578,W1-2017,0,,100
3,578,W2-2017,0,,100
0,578,W0-2017,0,250,
0,578,W1-2017,0,,100
0,578,W2-2017,0,,100
1,579,W0-2017,0,200,
1,579,W1-2017,0,,100
1,579,W2-2017,0,,100
2,579,W0-2017,0,250,
2,579,W1-2017,0,,100
2,579,W2-2017,0,,100
3,579,W0-2017,0,250,
3,579,W1-2017,0,,100
3,579,W2-2017,0,,100
0,579,W0-2017,0,250,
0,579,W1-2017,0,,100
0,579,W2-2017,0,,100
1,580,W0-2017,0,150,
1,580,W1-2017,0,,100
1,580,W2-2017,0,,100
2,580,W0-2017,0,250,
2,580,W1-2017,0,,100
2,580,W2-2017,0,,100
3,580,W0-2017,0,200,
3,580,W1-2017,0,,100
3,580,W2-2017,0,,100
0,580,W0-2017,0,200,
0,580,W1-2017,0,,100
0,580,W2-2017,0,,100
1,581,W0-2017,0,200,
1,581,W1-2017,0,,100
1,581,W2-2017,0,,100
2,581,W0-2017,0,250,
2,581,W1-2017,0,,100
2,581,W2-2017,0,,100
3,581,W0-2017,0,200,
3,581,W1-2017,0,,100
3,581,W2-2017,0,,100
0,581,W0-2017,0,150,
0,581,W1-2017,0,,100
0,581,W2-2017,0,,100
1,582,W0-2017,0,250,
1,582,W1-2017,0,,100
1,582,W2-2017,0,,100
2,582,W0-2017,0,150,
2,582,W1-2017,0,,100
2,582,W2-2017,0,,100
3,582,W0-2017,0,200,
3,582,W1-2017,0,,100
3,582,W2-2017,0,,100
0,582,W0-2017,0,250,
0,582,W1-2017,0,,100
0,582,W2-2017,0,,100
1,583,W0-2017,0,200,
1,583,W1-2017,0,,100
1,583,W2-2017,0,,100
2,583,W0-2017,0,150,
2,583,W1-2017,0,,100
2,583,W2-2017,0,,100
3,583,W0-2017,0,200,
3,583,W1-2017,0,,100
3,583,W2-2017,0,,100
0,583,W0-2017,0,250,
0,583,W1-2017,0,,100
0,583,W2-2017,0,,100
1,584,W0-2017,0,200,
1,584,W1-2017,0,,100
1,584,W2-2017,0,,100
2,584,W0-2017,0,200,
2,584,W1-2017,0,,100
2,584,W2-2017,0,,100
3,584,W0-2017,0,150,
3,584,W1-2017,0,,100
3,584,W2-2017,0,,100
0,584,W0-2017,0,200,
0,584,W1-2017,0,,100
0,584,W2-2017,0,,100
1,585,W0-2017,0,200,
1,585,W1-2017,0,,100
1,585,W2-2017,0,,100
2,585,W0-2017,0,250,
2,585,W1-2017,0,,100
2,585,W2-2017,0,,100
3,585,W0-2017,0,250,
3,585,W1-2017,0,,100
3,585,W2-2017,0,,100
0,585,W0-2017,0,250,
0,585,W1-2017,0,,100
0,585,W2-2017,0,,100
1,586,W0-2017,0,250,
1,586,W1-2017,0,,100
1,586,W2-2017,0,,100
2,586,W0-2017,0,250,
2,586,W1-2017,0,,100
2,586,W2-2017,0,,100
3,586,W0-2017,0,200,
3,586,W1-2017,0,,100
3,586,W2-2017,0,,100
0,586,W0-2017,0,150,
0,586,W1-2017,0,,100
0,586,W2-2017,0,,100
1,587,W0-2017,0,200,
1,587,W1-2017,0,,100
1,587,W2-2017,0,,100
2,587,W0-2017,0,250,
2,587,W1-2017,0,,100
2,587,W2-2017,0,,100
3,587,W0-2017,0,200,
3,587,W1-2017,0,,100
3,587,W2-2017,0,,100
0,587,W0-2017,0,200,
0,587,W1-2017,0,,100
0,587,W2-2017,0,,100
1,588,W0-2017,0,200,
1,588,W1-2017,0,,100
1,588,W2-2017,0,,100
2,588,W0-2017,0,150,
2,588,W1-2017,0,,100
2,588,W2-2017,0,,100
3,588,W0-2017,0,250,
3,588,W1-2017,0,,100
3,588,W2-2017,0,,100
0,588,W0-2017,0,250,
0,588,W1-2017,0,,100
0,588,W2-2017,0,,100
1,589,W0-2017,0,250,
1,589,W1-2017,0,,100
1,589,W2-2017,0,,100
2,589,W0-2017,0,150,
2,589,W1-2017,0,,100
2,589,W2-2017,0,,100
3,589,W0-2017,0,150,
3,589,W1-2017,0,,100
3,589,W2-2017,0,,100
0,589,W0-2017,0,250,
0,589,W1-2017,0,,100
0,589,W2-2017,0,,100
1,590,W0-2017,0,250,
1,590,W1-2017,0,,100
1,590,W2-2017,0,,100
2,590,W0-2017,0,250,
2,590,W1-2017,0,,100
2,590,W2-2017,0,,100
3,590,W0-2017,0,250,
3,590,W1-2017,0,,100
3,590,W2-2017,0,,100
0,590,W0-2017,0,250,
0,590,W1-2017,0,,100
0,590,W2-2017,0,,100
1,591,W0-2017,0,250,
1,591,W1-2017,0,,100
1,591,W2-2017,0,,100
2,591,W0-2017,0,250,
2,591,W1-2017,0,,100
2,591,W2-2017,0,,100
3,591,W0-2017,0,150,
3,591,W1-2017,0,,100
3,591,W2-2017,0,,100
0,591,W0-2017,0,250,
0,591,W1-2017,0,,100
0,591,W2-2017,0,,100
1,592,W0-2017,0,200,
1,592,W1-2017,0,,100
1,592,W2-2017,0,,100
2,592,W0-2017,0,150,
2,592,W1-2017,0,,100
2,592,W2-2017,0,,100
3,592,W0-2017,0,200,
3,592,W1-2017,0,,100
3,592,W2-2017,0,,100
0,592,W0-2017,0,250,
0,592,W1-2017,0,,100
0,592,W2-2017,0,,100
1,593,W0-2017,0,250,
1,593,W1-2017,0,,100
1,593,W2-2017,0,,100
2,593,W0-2017,0,200,
2,593,W1-2017,0,,100
2,593,W2-2017,0,,100
3,593,W0-2017,0,150,
3,593,W1-2017,0,,100
3,593,W2-2017,0,,100
0,593,W0-2017,0,200,
0,593,W1-2017,0,,100
0,593,W2-2017,0,,100
1,594,W0-2017,0,150,
1,594,W1-2017,0,,100
1,594,W2-2017,0,,100
2,594,W0-2017,0,200,
2,594,W1-2017,0,,100
2,594,W2-2017,0,,100
3,594,W0-2017,0,250,
3,594,W1-2017,0,,100
3,594,W2-2017,0,,100
0,594,W0-2017,0,200,
0,594,W1-2017,0,,100
0,594,W2-2017,0,,100
1,595,W0-2017,0,200,
1,595,W1-2017,0,,100
1,595,W2-2017,0,,100
2,595,W0-2017,0,200,
2,595,W1-2017,0,,100
2,595,W2-2017,0,,100
3,595,W0-2017,0,200,
3,595,W1-2017,0,,100
3,595,W2-2017,0,,100
0,595,W0-2017,0,250,
0,595,W1-2017,0,,100
0,595,W2-2017,0,,100
1,596,W0-2017,0,200,
1,596,W1-2017,0,,100
1,596,W2-2017,0,,100
2,596,W0-2017,0,150,
2,596,W1-2017,0,,100
2,596,W2-2017,0,,100
3,596,W0-2017,0,200,
3,596,W1-2017,0,,100
3,596,W2-2017,0,,100
0,596,W0-2017,0,200,
0,596,W1-2017,0,,100
0,596,W2-2017,0,,100
1,597,W0-2017,0,200,
1,597,W1-2017,0,,100
1,597,W2-2017,0,,100
2,597,W0-2017,0,250,
2,597,W1-2017,0,,100
2,597,W2-2017,0,,100
3,597,W0-2017,0,250,
3,597,W1-2017,0,,100
3,597,W2-2017,0,,100
0,597,W0-2017,0,200,
0,597,W1-2017,0,,100
0,597,W2-2017,0,,100
1,598,W0-2017,0,200,
1,598,W1-2017,0,,100
1,598,W2-2017,0,,100
2,598,W0-2017,0,150,
2,598,W1-2017,0,,100
2,598,W2-2017,0,,100
3,598,W0-2017,0,250,
3,598,W1-2017,0,,100
3,598,W2-2017,0,,100
0,598,W0-2017,0,200,
0,598,W1-2017,0,,100
0,598,W2-2017,0,,100
1,599,W0-2017,0,250,
1,599,W1-2017,0,,100
1,599,W2-2017,0,,100
2,599,W0-2017,0,250,
2,599,W1-2017,0,,100
2,599,W2-2017,0,,100
3,599,W0-2017,0,150,
3,599,W1-2017,0,,100
3,599,W2-2017,0,,100
0,599,W0-2017,0,250,
0,599,W1-2017,0,,100
0,599,W2-2017,0,,100
1,600,W0-2017,0,200,
1,600,W1-2017,0,,100
1,600,W2-2017,0,,100
2,600,W0-2017,0,250,
2,600,W1-2017,0,,100
2,600,W2-2017,0,,100
3,600,W0-2017,0,200,
3,600,W1-2017,0,,100
3,600,W2-2017,0,,100
0,600,W0-2017,0,200,
0,600,W1-2017,0,,100
0,600,W2-2017,0,,100
1,601,W0-2017,0,200,
1,601,W1-2017,0,,100
1,601,W2-2017,0,,100
2,601,W0-2017,0,200,
2,601,W1-2017,0,,100
2,601,W2-2017,0,,100
3,601,W0-2017,0,200,
3,601,W1-2017,0,,100
3,601,W2-2017,0,,100
0,601,W0-2017,0,250,
0,601,W1-2017,0,,100
0,601,W2-2017,0,,100
1,602,W0-2017,0,250,
1,602,W1-2017,0,,100
1,602,W2-2017,0,,100
2,602,W0-2017,0,200,
2,602,W1-2017,0,,100
2,602,W2-2017,0,,100
3,602,W0-2017,0,250,
3,602,W1-2017,0,,100
3,602,W2-2017,0,,100
0,602,W0-2017,0,150,
0,602,W1-2017,0,,100
0,602,W2-2017,0,,100
1,603,W0-2017,0,200,
1,603,W1-2017,0,,100
1,603,W2-2017,0,,100
2,603,W0-2017,0,200,
2,603,W1-2017,0,,100
2,603,W2-2017,0,,100
3,603,W0-2017,0,200,
3,603,W1-2017,0,,100
3,603,W2-2017,0,,100
0,603,W0-2017,0,200,
0,603,W1-2017,0,,100
0,603,W2-2017,0,,100
1,604,W0-2017,0,200,
1,604,W1-2017,0,,100
1,604,W2-2017,0,,100
2,604,W0-2017,0,150,
2,604,W1-2017,0,,100
2,604,W2-2017,0,,100
3,604,W0-2017,0,150,
3,604,W1-2017,0,,100
3,604,W2-2017,0,,100
0,604,W0-2017,0,200,
0,604,W1-2017,0,,100
0,604,W2-2017,0,,100
1,605,W0-2017,0,200,
1,605,W1-2017,0,,100
1,605,W2-2017,0,,100
2,605,W0-2017,0,250,
2,605,W1-2017,0,,100
2,605,W2-2017,0,,100
3,605,W0-2017,0,150,
3,605,W1-2017,0,,100
3,605,W2-2017,0,,100
0,605,W0-2017,0,250,
0,605,W1-2017,0,,100
0,605,W2-2017,0,,100
1,606,W0-2017,0,150,
1,606,W1-2017,0,,100
1,606,W2-2017,0,,100
2,606,W0-2017,0,150,
2,606,W1-2017,0,,100
2,606,W2-2017,0,,100
3,606,W0-2017,0,200,
3,606,W1-2017,0,,100
3,606,W2-2017,0,,100
0,606,W0-2017,0,200,
0,606,W1-2017,0,,100
0,606,W2-2017,0,,100
1,607,W0-2017,0,250,
1,607,W1-2017,0,,100
1,607,W2-2017,0,,100
2,607,W0-2017,0,250,
2,607,W1-2017,0,,100
2,607,W2-2017,0,,100
3,607,W0-2017,0,250,
3,607,W1-2017,0,,100
3,607,W2-2017,0,,100
0,607,W0-2017,0,150,
0,607,W1-2017,0,,100
0,607,W2-2017,0,,100
1,608,W0-2017,0,200,
1,608,W1-2017,0,,100
1,608,W2-2017,0,,100
2,608,W0-2017,0,250,
2,608,W1-2017,0,,100
2,608,W2-2017,0,,100
3,608,W0-2017,0,150,
3,608,W1-2017,0,,100
3,608,W2-2017,0,,100
0,608,W0-2017,0,200,
0,608,W1-2017,0,,100
0,608,W2-2017,0,,100
1,609,W0-2017,0,250,
1,609,W1-2017,0,,100
1,609,W2-2017,0,,100
2,609,W0-2017,0,250,
2,609,W1-2017,0,,100
2,609,W2-2017,0,,100
3,609,W0-2017,0,200,
3,609,W1-2017,0,,100
3,609,W2-2017,0,,100
0,609,W0-2017,0,150,
0,609,W1-2017,0,,100
0,609,W2-2017,0,,100
1,610,W0-2017,0,200,
1,610,W1-2017,0,,100
1,610,W2-2017,0,,100
2,610,W0-2017,0,200,
2,610,W1-2017,0,,100
2,610,W2-2017,0,,100
3,610,W0-2017,0,250,
3,610,W1-2017,0,,100
3,610,W2-2017,0,,100
0,610,W0-2017,0,150,
0,610,W1-2017,0,,100
0,610,W2-2017,0,,100
1,611,W0-2017,0,150,
1,611,W1-2017,0,,100
1,611,W2-2017,0,,100
2,611,W0-2017,0,250,
2,611,W1-2017,0,,100
2,611,W2-2017,0,,100
3,611,W0-2017,0,250,
3,611,W1-2017,0,,100
3,611,W2-2017,0,,100
0,611,W0-2017,0,150,
0,611,W1-2017,0,,100
0,611,W2-2017,0,,100
1,612,W0-2017,0,200,
1,612,W1-2017,0,,100
1,612,W2-2017,0,,100
2,612,W0-2017,0,150,
2,612,W1-2017,0,,100
2,612,W2-2017,0,,100
3,612,W0-2017,0,150,
3,612,W1-2017,0,,100
3,612,W2-2017,0,,100
0,612,W0-2017,0,200,
0,612,W1-2017,0,,100
0,612,W2-2017,0,,100
1,613,W0-2017,0,250,
1,613,W1-2017,0,,100
1,613,W2-2017,0,,100
2,613,W0-2017,0,200,
2,613,W1-2017,0,,100
2,613,W2-2017,0,,100
3,613,W0-2017,0,200,
3,613,W1-2017,0,,100
3,613,W2-2017,0,,100
0,613,W0-2017,0,250,
0,613,W1-2017,0,,100
0,613,W2-2017,0,,100
1,614,W0-2017,0,200,
1,614,W1-2017,0,,100
1,614,W2-2017,0,,100
2,614,W0-2017,0,250,
2,614,W1-2017,0,,100
2,614,W2-2017,0,,100
3,614,W0-2017,0,200,
3,614,W1-2017,0,,100
3,614,W2-2017,0,,100
0,614,W0-2017,0,200,
0,614,W1-2017,0,,100
0,614,W2-2017,0,,100
1,615,W0-2017,0,150,
1,615,W1-2017,0,,100
1,615,W2-2017,0,,100
2,615,W0-2017,0,150,
2,615,W1-2017,0,,100
2,615,W2-2017,0,,100
3,615,W0-2017,0,150,
3,615,W1-2017,0,,100
3,615,W2-2017,0,,100
0,615,W0-2017,0,250,
0,615,W1-2017,0,,100
0,615,W2-2017,0,,100
1,616,W0-2017,0,200,
1,616,W1-2017,0,,100
1,616,W2-2017,0,,100
2,616,W0-2017,0,200,
2,616,W1-2017,0,,100
2,616,W2-2017,0,,100
3,616,W0-2017,0,200,
3,616,W1-2017,0,,100
3,616,W2-2017,0,,100
0,616,W0-2017,0,250,
0,616,W1-2017,0,,100
0,616,W2-2017,0,,100
1,617,W0-2017,0,150,
1,617,W1-2017,0,,100
1,617,W2-2017,0,,100
2,617,W0-2017,0,250,
2,617,W1-2017,0,,100
2,617,W2-2017,0,,100
3,617,W0-2017,0,200,
3,617,W1-2017,0,,100
3,617,W2-2017,0,,100
0,617,W0-2017,0,200,
0,617,W1-2017,0,,100
0,617,W2-2017,0,,100
1,618,W0-2017,0,250,
1,618,W1-2017,0,,100
1,618,W2-2017,0,,100
2,618,W0-2017,0,150,
2,618,W1-2017,0,,100
2,618,W2-2017,0,,100
3,618,W0-2017,0,150,
3,618,W1-2017,0,,100
3,618,W2-2017,0,,100
0,618,W0-2017,0,250,
0,618,W1-2017,0,,100
0,618,W2-2017,0,,100
1,619,W0-2017,0,250,
1,619,W1-2017,0,,100
1,619,W2-2017,0,,100
2,619,W0-2017,0,150,
2,619,W1-2017,0,,100
2,619,W2-2017,0,,100
3,619,W0-2017,0,250,
3,619,W1-2017,0,,100
3,619,W2-2017,0,,100
0,619,W0-2017,0,150,
0,619,W1-2017,0,,100
0,619,W2-2017,0,,100
1,620,W0-2017,0,150,
1,620,W1-2017,0,,100
1,620,W2-2017,0,,100
2,620,W0-2017,0,150,
2,620,W1-2017,0,,100
2,620,W2-2017,0,,100
3,620,W0-2017,0,250,
3,620,W1-2017,0,,100
3,620,W2-2017,0,,100
0,620,W0-2017,0,200,
0,620,W1-2017,0,,100
0,620,W2-2017,0,,100
1,621,W0-2017,0,250,
1,621,W1-2017,0,,100
1,621,W2-2017,0,,100
2,621,W0-2017,0,150,
2,621,W1-2017,0,,100
2,621,W2-2017,0,,100
3,621,W0-2017,0,200,
3,621,W1-2017,0,,100
3,621,W2-2017,0,,100
0,621,W0-2017,0,250,
0,621,W1-2017,0,,100
0,621,W2-2017,0,,100
1,622,W0-2017,0,150,
1,622,W1-2017,0,,100
1,622,W2-2017,0,,100
2,622,W0-2017,0,150,
2,622,W1-2017,0,,100
2,622,W2-2017,0,,100
3,622,W0-2017,0,150,
3,622,W1-2017,0,,100
3,622,W2-2017,0,,100
0,622,W0-2017,0,150,
0,622,W1-2017,0,,100
0,622,W2-2017,0,,100
1,623,W0-2017,0,200,
1,623,W1-2017,0,,100
1,623,W2-2017,0,,100
2,623,W0-2017,0,250,
2,623,W1-2017,0,,100
2,623,W2-2017,0,,100
3,623,W0-2017,0,250,
3,623,W1-2017,0,,100
3,623,W2-2017,0,,100
0,623,W0-2017,0,200,
0,623,W1-2017,0,,100
0,623,W2-2017,0,,100
1,624,W0-2017,0,200,
1,624,W1-2017,0,,100
1,624,W2-2017,0,,100
2,624,W0-2017,0,150,
2,624,W1-2017,0,,100
2,624,W2-2017,0,,100
3,624,W0-2017,0,200,
3,624,W1-2017,0,,100
3,624,W2-2017,0,,100
0,624,W0-2017,0,200,
0,624,W1-2017,0,,100
0,624,W2-2017,0,,100
1,625,W0-2017,0,150,
1,625,W1-2017,0,,100
1,625,W2-2017,0,,100
2,625,W0-2017,0,150,
2,625,W1-2017,0,,100
2,625,W2-2017,0,,100
3,625,W0-2017,0,250,
3,625,W1-2017,0,,100
3,625,W2-2017,0,,100
0,625,W0-2017,0,250,
0,625,W1-2017,0,,100
0,625,W2-2017,0,,100
1,626,W0-2017,0,250,
1,626,W1-2017,0,,100
1,626,W2-2017,0,,100
2,626,W0-2017,0,200,
2,626,W1-2017,0,,100
2,626,W2-2017,0,,100
3,626,W0-2017,0,250,
3,626,W1-2017,0,,100
3,626,W2-2017,0,,100
0,626,W0-2017,0,200,
0,626,W1-2017,0,,100
0,626,W2-2017,0,,100
1,627,W0-2017,0,200,
1,627,W1-2017,0,,100
1,627,W2-2017,0,,100
2,627,W0-2017,0,250,
2,627,W1-2017,0,,100
2,627,W2-2017,0,,100
3,627,W0-2017,0,150,
3,627,W1-2017,0,,100
3,627,W2-2017,0,,100
0,627,W0-2017,0,150,
0,627,W1-2017,0,,100
0,627,W2-2017,0,,100
1,628,W0-2017,0,150,
1,628,W1-2017,0,,100
1,628,W2-2017,0,,100
2,628,W0-2017,0,150,
2,628,W1-2017,0,,100
2,628,W2-2017,0,,100
3,628,W0-2017,0,200,
3,628,W1-2017,0,,100
3,628,W2-2017,0,,100
0,628,W0-2017,0,250,
0,628,W1-2017,0,,100
0,628,W2-2017,0,,100
1,629,W0-2017,0,150,
1,629,W1-2017,0,,100
1,629,W2-2017,0,,100
2,629,W0-2017,0,200,
2,629,W1-2017,0,,100
2,629,W2-2017,0,,100
3,629,W0-2017,0,150,
3,629,W1-2017,0,,100
3,629,W2-2017,0,,100
0,629,W0-2017,0,200,
0,629,W1-2017,0,,100
0,629,W2-2017,0,,100
1,630,W0-2017,0,150,
1,630,W1-2017,0,,100
1,630,W2-2017,0,,100
2,630,W0-2017,0,250,
2,630,W1-2017,0,,100
2,630,W2-2017,0,,100
3,630,W0-2017,0,200,
3,630,W1-2017,0,,100
3,630,W2-2017,0,,100
0,630,W0-2017,0,150,
0,630,W1-2017,0,,100
0,630,W2-2017,0,,100
1,631,W0-2017,0,250,
1,631,W1-2017,0,,100
1,631,W2-2017,0,,100
2,631,W0-2017,0,200,
2,631,W1-2017,0,,100
2,631,W2-2017,0,,100
3,631,W0-2017,0,150,
3,631,W1-2017,0,,100
3,631,W2-2017,0,,100
0,631,W0-2017,0,250,
0,631,W1-2017,0,,100
0,631,W2-2017,0,,100
1,632,W0-2017,0,200,
1,632,W1-2017,0,,100
1,632,W2-2017,0,,100
2,632,W0-2017,0,200,
2,632,W1-2017,0,,100
2,632,W2-2017,0,,100
3,632,W0-2017,0,200,
3,632,W1-2017,0,,100
3,632,W2-2017,0,,100
0,632,W0-2017,0,250,
0,632,W1-2017,0,,100
0,632,W2-2017,0,,100
1,633,W0-2017,0,250,
1,633,W1-2017,0,,100
1,633,W2-2017,0,,100
2,633,W0-2017,0,150,
2,633,W1-2017,0,,100
2,633,W2-2017,0,,100
3,633,W0-2017,0,150,
3,633,W1-2017,0,,100
3,633,W2-2017,0,,100
0,633,W0-2017,0,250,
0,633,W1-2017,0,,100
0,633,W2-2017,0,,100
1,634,W0-2017,0,200,
1,634,W1-2017,0,,100
1,634,W2-2017,0,,100
2,634,W0-2017,0,150,
2,634,W1-2017,0,,100
2,634,W2-2017,0,,100
3,634,W0-2017,0,250,
3,634,W1-2017,0,,100
3,634,W2-2017,0,,100
0,634,W0-2017,0,150,
0,634,W1-2017,0,,100
0,634,W2-2017,0,,100
1,635,W0-2017,0,200,
1,635,W1-2017,0,,100
1,635,W2-2017,0,,100
2,635,W0-2017,0,250,
2,635,W1-2017,0,,100
2,635,W2-2017,0,,100
3,635,W0-2017,0,200,
3,635,W1-2017,0,,100
3,635,W2-2017,0,,100
0,635,W0-2017,0,200,
0,635,W1-2017,0,,100
0,635,W2-2017,0,,100
1,636,W0-2017,0,150,
1,636,W1-2017,0,,100
1,636,W2-2017,0,,100
2,636,W0-2017,0,250,
2,636,W1-2017,0,,100
2,636,W2-2017,0,,100
3,636,W0-2017,0,250,
3,636,W1-2017,0,,100
3,636,W2-2017,0,,100
0,636,W0-2017,0,150,
0,636,W1-2017,0,,100
0,636,W2-2017,0,,100
1,637,W0-2017,0,200,
1,637,W1-2017,0,,100
1,637,W2-2017,0,,100
2,637,W0-2017,0,150,
2,637,W1-2017,0,,100
2,637,W2-2017,0,,100
3,637,W0-2017,0,150,
3,637,W1-2017,0,,100
3,637,W2-2017,0,,100
0,637,W0-2017,0,250,
0,637,W1-2017,0,,100
0,637,W2-2017,0,,100
1,638,W0-2017,0,250,
1,638,W1-2017,0,,100
1,638,W2-2017,0,,100
2,638,W0-2017,0,150,
2,638,W1-2017,0,,100
2,638,W2-2017,0,,100
3,638,W0-2017,0,150,
3,638,W1-2017,0,,100
3,638,W2-2017,0,,100
0,638,W0-2017,0,200,
0,638,W1-2017,0,,100
0,638,W2-2017,0,,100
1,639,W0-2017,0,250,
1,639,W1-2017,0,,100
1,639,W2-2017,0,,100
2,639,W0-2017,0,250,
2,639,W1-2017,0,,100
2,639,W2-2017,0,,100
3,639,W0-2017,0,250,
3,639,W1-2017,0,,100
3,639,W2-2017,0,,100
0,639,W0-2017,0,150,
0,639,W1-2017,0,,100
0,639,W2-2017,0,,100
1,640,W0-2017,0,200,
1,640,W1-2017,0,,100
1,640,W2-2017,0,,100
2,640,W0-2017,0,150,
2,640,W1-2017,0,,100
2,640,W2-2017,0,,100
3,640,W0-2017,0,150,
3,640,W1-2017,0,,100
3,640,W2-2017,0,,100
0,640,W0-2017,0,250,
0,640,W1-2017,0,,100
0,640,W2-2017,0,,100
1,641,W0-2017,0,150,
1,641,W1-2017,0,,100
1,641,W2-2017,0,,100
2,641,W0-2017,0,150,
2,641,W1-2017,0,,100
2,641,W2-2017,0,,100
3,641,W0-2017,0,150,
3,641,W1-2017,0,,100
3,641,W2-2017,0,,100
0,641,W0-2017,0,250,
0,641,W1-2017,0,,100
0,641,W2-2017,0,,100
1,642,W0-2017,0,150,
1,642,W1-2017,0,,100
1,642,W2-2017,0,,100
2,642,W0-2017,0,200,
2,642,W1-2017,0,,100
2,642,W2-2017,0,,100
3,642,W0-2017,0,200,
3,642,W1-2017,0,,100
3,642,W2-2017,0,,100
0,642,W0-2017,0,150,
0,642,W1-2017,0,,100
0,642,W2-2017,0,,100
1,643,W0-2017,0,250,
1,643,W1-2017,0,,100
1,643,W2-2017,0,,100
2,643,W0-2017,0,250,
2,643,W1-2017,0,,100
2,643,W2-2017,0,,100
3,643,W0-2017,0,150,
3,643,W1-2017,0,,100
3,643,W2-2017,0,,100
0,643,W0-2017,0,150,
0,643,W1-2017,0,,100
0,643,W2-2017,0,,100
1,644,W0-2017,0,150,
1,644,W1-2017,0,,100
1,644,W2-2017,0,,100
2,644,W0-2017,0,150,
2,644,W1-2017,0,,100
2,644,W2-2017,0,,100
3,644,W0-2017,0,250,
3,644,W1-2017,0,,100
3,644,W2-2017,0,,100
0,644,W0-2017,0,250,
0,644,W1-2017,0,,100
0,644,W2-2017,0,,100
1,645,W0-2017,0,200,
1,645,W1-2017,0,,100
1,645,W2-2017,0,,100
2,645,W0-2017,0,150,
2,645,W1-2017,0,,100
2,645,W2-2017,0,,100
3,645,W0-2017,0,150,
3,645,W1-2017,0,,100
3,645,W2-2017,0,,100
0,645,W0-2017,0,150,
0,645,W1-2017,0,,100
0,645,W2-2017,0,,100
1,646,W0-2017,0,200,
1,646,W1-2017,0,,100
1,646,W2-2017,0,,100
2,646,W0-2017,0,250,
